source_degree	target_degree	n_dwpcs_mean	n_nonzero_dwpcs_mean	dwpc_mean	nonzero_dwpc_mean	nonzero_dwpc_sd	pc_mean	dwpc_density	metric_type	metapath	n_perms	dwpc_beta	dwpc_alpha
19	15	1818	1104	1.1223	1.8481	1.4373617854899026	10.449	0.60726	unpermuted	CbGpPWpG			
19	16	1386	1384.7	2.2051	2.2073	0.7805572059430705		0.99903	permuted	CbGpPWpG	200	3.622835339048521	7.99662380879429
19	16	1386	895	1.0684	1.6545	1.3517139753466723	9.3889	0.64574	unpermuted	CbGpPWpG			
19	17	972	971.41	2.2453	2.2467	0.7723610002049283		0.9994	permuted	CbGpPWpG	200	3.766136553568445	8.461216312858578
19	17	972	665	1.0588	1.5476	1.263805723688098	8.4537	0.68416	unpermuted	CbGpPWpG			
19	18	1062	1061.5	2.2803	2.2814	0.758574685076565		0.99955	permuted	CbGpPWpG	200	3.964589861485173	9.0446803502932
19	18	1062	713	1.0994	1.6375	1.3292766402336758	10.36	0.67137	unpermuted	CbGpPWpG			
19	19	918	917.75	2.32	2.3206	0.7450937601512685		0.99973	permuted	CbGpPWpG	200	4.180003688591904	9.700077023166552
19	19	918	672	1.1902	1.6259	1.342091624859848	11.244	0.73203	unpermuted	CbGpPWpG			
19	20	792	791.86	2.351	2.3514	0.7372539125345703		0.99982	permuted	CbGpPWpG	200	4.326097807424611	10.172479892324969
19	20	792	528	1.1965	1.7947	1.4442476834158835	10.972	0.66667	unpermuted	CbGpPWpG			
19	21	1512	1511.8	2.3843	2.3846	0.727053426047792		0.99987	permuted	CbGpPWpG	200	4.511069312855245	10.75701194254601
19	21	1512	819	0.62928	1.1617	1.1649847201865735	4.4054	0.54167	unpermuted	CbGpPWpG			
19	22	846	845.95	2.4151	2.4153	0.7200215207303515		0.99994	permuted	CbGpPWpG	200	4.658785800064027	11.252174034477028
19	22	846	537	0.91438	1.4405	1.2884446017524362	7.5095	0.63475	unpermuted	CbGpPWpG			
19	23	774	773.96	2.4377	2.4378	0.7106367124544444		0.99995	permuted	CbGpPWpG	200	4.827355436835816	11.768302788740659
19	23	774	538	1.2136	1.746	1.3817863124621312	9.863	0.69509	unpermuted	CbGpPWpG			
19	24	738	737.98	2.4649	2.4649	0.7023378155714255		0.99997	permuted	CbGpPWpG	200	4.99703427102309	12.317335217536506
19	24	738	482	1.1098	1.6992	1.321674621273437	8.935	0.65312	unpermuted	CbGpPWpG			
19	25	1062	1062	2.4934	2.4934	0.6946699394730326		0.99998	permuted	CbGpPWpG	200	5.167026232525195	12.883632992596223
19	25	1062	589	0.65034	1.1726	1.204413381083169	5.6168	0.55461	unpermuted	CbGpPWpG			
19	26	378	378	2.5125	2.5125	0.6856865583867118		1	permuted	CbGpPWpG	200	5.343772752684471	13.42601828898564
19	26	378	217	0.85709	1.493	1.2081535437248274	5.3201	0.57407	unpermuted	CbGpPWpG			
19	27	306	306	2.5349	2.535	0.6768741409314096		0.99998	permuted	CbGpPWpG	200	5.53293390696704	14.025773149440322
19	27	306	224	1.2315	1.6824	1.3811423790994606	11.853	0.73203	unpermuted	CbGpPWpG			
19	28	396	396	2.5579	2.5579	0.6713630531421549		0.99999	permuted	CbGpPWpG	200	5.675107861421478	14.516539987886857
19	28	396	266	0.93935	1.3984	1.2249322086926355	7.0278	0.67172	unpermuted	CbGpPWpG			
19	29	558	557.99	2.5837	2.5838	0.6629192746047256		0.99998	permuted	CbGpPWpG	200	5.87936458204869	15.190850041599585
19	29	558	316	0.70714	1.2487	1.199039080091249	6.0538	0.56631	unpermuted	CbGpPWpG			
19	30	270	270	2.6003	2.6003	0.6610257289788046		1	permuted	CbGpPWpG	200	5.950900390927806	15.473982071480936
19	30	270	191	1.2148	1.7173	1.2527306461566625	11.496	0.70741	unpermuted	CbGpPWpG			
19	31	234	234	2.6326	2.6326	0.6530216262517194		1	permuted	CbGpPWpG	200	6.173475191959862	16.25228924042552
19	31	234	157	1.0782	1.607	1.2250319069016506	11.051	0.67094	unpermuted	CbGpPWpG			
19	32	324	324	2.6448	2.6448	0.6455252434025863		1	permuted	CbGpPWpG	200	6.346852643536613	16.785848181273767
19	32	324	190	0.68706	1.1716	1.1519163765845373	5.9537	0.58642	unpermuted	CbGpPWpG			
19	33	288	288	2.6621	2.6621	0.6432087949497723		1	permuted	CbGpPWpG	200	6.434539306462986	17.129270380300518
19	33	288	177	0.77911	1.2677	1.1192723037220855	5.0799	0.61458	unpermuted	CbGpPWpG			
19	34	288	288	2.6841	2.6841	0.6381546538067365		1	permuted	CbGpPWpG	200	6.591022610165032	17.69120782642951
19	34	288	218	0.97817	1.2923	1.2523722621067905	8.4097	0.75694	unpermuted	CbGpPWpG			
19	35	288	288	2.7062	2.7062	0.630402851120302		1	permuted	CbGpPWpG	200	6.809549393943325	18.427782860935082
19	35	288	229	1.0285	1.2935	1.219680931751576	11.208	0.79514	unpermuted	CbGpPWpG			
19	36	270	270	2.7197	2.7197	0.6266481323689099		1	permuted	CbGpPWpG	200	6.925921888360949	18.83660703472107
19	36	270	215	1.1141	1.3991	1.347084279730986	11.4	0.7963	unpermuted	CbGpPWpG			
19	37	90	90	2.7348	2.7348	0.6142103602847448		1	permuted	CbGpPWpG	200	7.249094825725583	19.82448148403528
19	37	90	74	1.1427	1.3898	1.3645475118592822	16.156	0.82222	unpermuted	CbGpPWpG			
19	38	144	144	2.7509	2.7509	0.6175292037397154		1	permuted	CbGpPWpG	200	7.213657821819004	19.843856469931815
19	38	144	124	1.1941	1.3867	1.2558876888180555	10.826	0.86111	unpermuted	CbGpPWpG			
19	39	198	198	2.771	2.771	0.6107817312819331		1	permuted	CbGpPWpG	200	7.427796066973999	20.582210727599595
19	39	198	157	1.2962	1.6347	1.3400160390541107	13.187	0.79293	unpermuted	CbGpPWpG			
19	40	144	144	2.7805	2.7805	0.6066183890803292		1	permuted	CbGpPWpG	200	7.556050983159443	21.009750838731073
19	40	144	121	0.91695	1.0912	1.2404442000473328	10.611	0.84028	unpermuted	CbGpPWpG			
19	41	162	162	2.8019	2.8019	0.6047677330176456		1	permuted	CbGpPWpG	200	7.660716117742427	21.464262023164636
19	41	162	123	0.83885	1.1048	1.1392746602152135	9.3951	0.75926	unpermuted	CbGpPWpG			
19	42	180	180	2.817	2.817	0.6012463823877572		1	permuted	CbGpPWpG	200	7.792690791028263	21.952290476028157
19	42	180	140	0.88229	1.1344	1.2165122227490972	9.2389	0.77778	unpermuted	CbGpPWpG			
19	43	306	306	2.8256	2.8256	0.5943976637233302		1	permuted	CbGpPWpG	200	7.997630684661858	22.598357681193626
19	43	306	254	0.79705	0.96022	1.0968785421189948	8.8235	0.83007	unpermuted	CbGpPWpG			
19	44	396	396	2.836	2.836	0.5915566098709464		1	permuted	CbGpPWpG	200	8.104134685852186	22.98295798039794
19	44	396	300	0.85006	1.1221	1.2304232771132544	9.3157	0.75758	unpermuted	CbGpPWpG			
19	45	414	414	2.8531	2.8531	0.5821937514248877		1	permuted	CbGpPWpG	200	8.417338142981594	24.015112642787752
19	45	414	341	1.0144	1.2315	1.2557028240478443	11.891	0.82367	unpermuted	CbGpPWpG			
19	46	198	198	2.8597	2.8597	0.5834268948178281		1	permuted	CbGpPWpG	200	8.401329064730085	24.025303457813695
19	46	198	163	1.4172	1.7215	1.4134787367752712	17.818	0.82323	unpermuted	CbGpPWpG			
19	47	432	432	2.8774	2.8774	0.5773436354971556		1	permuted	CbGpPWpG	200	8.632284214955554	24.83820613612105
19	47	432	395	1.2519	1.3692	1.1229944664417328	15.294	0.91435	unpermuted	CbGpPWpG			
19	48	396	396	2.8902	2.8902	0.5759602177200808		1	permuted	CbGpPWpG	200	8.712592404884633	25.181394033867495
19	48	396	295	0.75768	1.0171	1.0956027706315097	8.9268	0.74495	unpermuted	CbGpPWpG			
19	49	180	180	2.9008	2.9008	0.5732421191258447		1	permuted	CbGpPWpG	200	8.827701307178978	25.607751436160736
19	49	180	162	1.4956	1.6618	1.2916898411353035	20.9	0.9	unpermuted	CbGpPWpG			
19	50	144	144	2.9145	2.9145	0.5670880286043564		1	permuted	CbGpPWpG	200	9.062900896289886	26.414075844692533
19	50	144	130	1.2741	1.4113	1.1728447311477879	13.833	0.90278	unpermuted	CbGpPWpG			
19	51	234	234	2.9214	2.9214	0.5648738788793352		1	permuted	CbGpPWpG	200	9.155655258949082	26.747416973868617
19	51	234	216	2.0183	2.1864	1.409205363234222	31.513	0.92308	unpermuted	CbGpPWpG			
19	52	324	324	2.9333	2.9333	0.5610556275747894		1	permuted	CbGpPWpG	200	9.318367835359911	27.333267110975864
19	52	324	275	1.2997	1.5313	1.216982888195573	17.515	0.84877	unpermuted	CbGpPWpG			
19	53	162	162	2.9453	2.9453	0.5621975314016933		1	permuted	CbGpPWpG	200	9.318734974709397	27.446804550310183
19	53	162	115	0.91583	1.2901	1.203564904347087	10.241	0.70988	unpermuted	CbGpPWpG			
19	54	126	126	2.9569	2.9569	0.5560309360126742		1	permuted	CbGpPWpG	200	9.563945412104115	28.279523511688723
19	54	126	115	1.3977	1.5314	1.2433431564236541	17.817	0.9127	unpermuted	CbGpPWpG			
19	55	162	162	2.9694	2.9694	0.5580774946620938		1	permuted	CbGpPWpG	200	9.534106270781722	28.310594898039664
19	55	162	145	1.445	1.6144	1.2442624779101588	22.698	0.89506	unpermuted	CbGpPWpG			
19	56	108	108	2.9765	2.9765	0.5516752921468023		1	permuted	CbGpPWpG	200	9.77990483910885	29.109605871797402
19	56	108	93	1.6101	1.8698	1.3452805016354585	17.157	0.86111	unpermuted	CbGpPWpG			
19	57	54	54	2.9885	2.9885	0.5531037003012232		1	permuted	CbGpPWpG	200	9.76866212248118	29.19330770883517
19	57	54	53	1.8815	1.917	1.2947109672269514	25.222	0.98148	unpermuted	CbGpPWpG			
19	58	90	90	2.9963	2.9963	0.5415348439764888		1	permuted	CbGpPWpG	200	10.21733779251785	30.614580634765908
19	58	90	89	2.4121	2.4392	1.2483966594436005	44.344	0.98889	unpermuted	CbGpPWpG			
19	59	126	126	3.0126	3.0126	0.5415997191063456		1	permuted	CbGpPWpG	200	10.27050419542322	30.941430583959363
19	59	126	117	1.5759	1.6971	1.2758013192919486	25.571	0.92857	unpermuted	CbGpPWpG			
19	60	54	54	3.0275	3.0275	0.5373989868755614		1	permuted	CbGpPWpG	200	10.483053099657386	31.73724744778409
19	60	54	52	1.7383	1.8052	1.2930395585993992	22.204	0.96296	unpermuted	CbGpPWpG			
19	61	72	72	3.02	3.02	0.5356167411273757		1	permuted	CbGpPWpG	200	10.526701819897694	31.790175688367516
19	61	72	64	1.6249	1.828	1.2512422270558636	23.597	0.88889	unpermuted	CbGpPWpG			
19	62	54	54	3.0376	3.0376	0.5346112263010858		1	permuted	CbGpPWpG	200	10.628217581869851	32.28471983876621
19	62	54	39	0.80895	1.1201	1.1693735179222067	7.4074	0.72222	unpermuted	CbGpPWpG			
19	63	36	36	3.0444	3.0444	0.523803127837753		1	permuted	CbGpPWpG	200	11.095979354704737	33.78060745247474
19	63	36	29	1.502	1.8645	1.2400581290051518	14	0.80556	unpermuted	CbGpPWpG			
19	64	36	36	3.0538	3.0538	0.5314074823698851		1	permuted	CbGpPWpG	200	10.813953120314679	33.02359087867138
19	64	36	28	1.0355	1.3314	1.4224778454843323	17.417	0.77778	unpermuted	CbGpPWpG			
19	65	54	54	3.0711	3.0711	0.5350713631338662		1	permuted	CbGpPWpG	200	10.726750361621534	32.94274342710122
19	65	54	51	1.5975	1.6915	1.3927020472698384	24.093	0.94444	unpermuted	CbGpPWpG			
19	66	72	72	3.0697	3.0697	0.5194536083751133		1	permuted	CbGpPWpG	200	11.376248136357514	34.921400085788044
19	66	72	63	1.4044	1.605	1.2819234259269	14.958	0.875	unpermuted	CbGpPWpG			
19	68	90	90	3.0883	3.0883	0.5253192147678777		1	permuted	CbGpPWpG	200	11.19126347111193	34.562473318247804
19	68	90	69	0.85794	1.1191	1.1828186849037001	7.4444	0.76667	unpermuted	CbGpPWpG			
19	69	18	18	3.0878	3.0878	0.5191646904770347		1	permuted	CbGpPWpG	200	11.45599676828704	35.373339301453484
19	69	18	18	0.9107	0.9107	0.8360955215874006	8.0556	1	unpermuted	CbGpPWpG			
19	70	72	72	3.1031	3.1031	0.5224280747738854		1	permuted	CbGpPWpG	200	11.369675197673155	35.28166981537675
19	70	72	63	1.7207	1.9665	1.3143312361278272	18.917	0.875	unpermuted	CbGpPWpG			
19	71	18	18	3.1169	3.1169	0.5153577118703677		1	permuted	CbGpPWpG	200	11.735575376785889	36.578537134594335
19	71	18	15	0.98872	1.1865	1.1945231983627553	17.833	0.83333	unpermuted	CbGpPWpG			
19	73	54	54	3.1278	3.1278	0.515961257913227		1	permuted	CbGpPWpG	200	11.749186133247226	36.749357779030895
19	73	54	53	1.549	1.5782	1.3231192640937963	17.037	0.98148	unpermuted	CbGpPWpG			
19	75	18	18	3.1424	3.1424	0.5161388425574511		1	permuted	CbGpPWpG	200	11.795790452167145	37.06697839400284
19	75	18	18	2.7509	2.7509	1.1713478474620982	53.889	1	unpermuted	CbGpPWpG			
19	76	72	72	3.166	3.166	0.5052614698317672		1	permuted	CbGpPWpG	200	12.40155062001907	39.26307800368179
19	76	72	69	1.3036	1.3603	1.2703991755001471	23.681	0.95833	unpermuted	CbGpPWpG			
19	78	36	36	3.1709	3.1709	0.5029964023148514		1	permuted	CbGpPWpG	200	12.53293998426703	39.74071509402263
19	78	36	32	1.1354	1.2773	1.2696286229252098	9.0556	0.88889	unpermuted	CbGpPWpG			
19	80	36	36	3.1686	3.1686	0.499113908001918		1	permuted	CbGpPWpG	200	12.719416857890865	40.30266320447741
19	80	36	30	1.1568	1.3882	1.22617293306042	15.167	0.83333	unpermuted	CbGpPWpG			
19	81	18	18	3.1916	3.1916	0.49573328336613026		1	permuted	CbGpPWpG	200	12.986948321395898	41.448649169442525
19	81	18	17	1.4963	1.5843	1.5517796239780912	30.056	0.94444	unpermuted	CbGpPWpG			
19	82	36	36	3.1953	3.1953	0.4951319763388019		1	permuted	CbGpPWpG	200	13.03384864376129	41.647342651174945
19	82	36	33	1.1439	1.2479	1.1996870999626954	15.056	0.91667	unpermuted	CbGpPWpG			
19	83	360	360	3.1997	3.1997	0.4931177374361937		1	permuted	CbGpPWpG	200	13.158637461333427	42.10397431785797
19	83	360	343	0.91258	0.95781	1.0351309593238462	17.256	0.95278	unpermuted	CbGpPWpG			
19	84	414	414	3.2028	3.2028	0.4941868322211611		1	permuted	CbGpPWpG	200	13.114491803707352	42.0034797406174
19	84	414	387	0.83175	0.88978	1.004394341826697	17.751	0.93478	unpermuted	CbGpPWpG			
19	85	18	18	3.2089	3.2089	0.4826037609945296		1	permuted	CbGpPWpG	200	13.777581115778741	44.21069655735133
19	85	18	17	0.80135	0.84849	1.0064841014753163	18.222	0.94444	unpermuted	CbGpPWpG			
19	86	90	90	3.2191	3.2191	0.4921421056025364		1	permuted	CbGpPWpG	200	13.290796417849533	42.784164710159715
19	86	90	85	1.2295	1.3018	1.1503173650511025	18.533	0.94444	unpermuted	CbGpPWpG			
19	88	18	18	3.2406	3.2406	0.48467632331510846		1	permuted	CbGpPWpG	200	13.79502751345483	44.70424364953241
19	88	18	16	1.3207	1.4858	1.1174064574115057	11.611	0.88889	unpermuted	CbGpPWpG			
19	89	18	18	3.2444	3.2444	0.48189913712256877		1	permuted	CbGpPWpG	200	13.970931720398331	45.32763266004729
19	89	18	18	2.468	2.468	1.0568480648480467	33.944	1	unpermuted	CbGpPWpG			
19	90	18	18	3.2489	3.2489	0.48502438927350244		1	permuted	CbGpPWpG	200	13.810626069687542	44.869774642793736
19	90	18	18	1.5021	1.5021	1.4142908691503766	25.444	1	unpermuted	CbGpPWpG			
19	91	18	18	3.2609	3.2609	0.47645243979024754		1	permuted	CbGpPWpG	200	14.364895342794371	46.842929000345556
19	91	18	16	1.2033	1.3537	1.0698416156260206	9.7222	0.88889	unpermuted	CbGpPWpG			
19	92	36	36	3.2549	3.2549	0.47644883748155703		1	permuted	CbGpPWpG	200	14.338591720226393	46.67083174319588
19	92	36	32	1.2055	1.3562	1.3026105898327636	17.722	0.88889	unpermuted	CbGpPWpG			
19	93	18	18	3.2639	3.2639	0.48403816975599717		1	permuted	CbGpPWpG	200	13.930971631638066	45.46969446198669
19	93	18	18	2.3341	2.3341	1.1613135999706996	30.111	1	unpermuted	CbGpPWpG			
19	95	36	36	3.2804	3.2804	0.4795472460552423		1	permuted	CbGpPWpG	200	14.264813016932647	46.79451701823849
19	95	36	36	1.6595	1.6595	1.330379639374343	24.194	1	unpermuted	CbGpPWpG			
19	98	36	36	3.285	3.285	0.47571961448377786		1	permuted	CbGpPWpG	200	14.515632422046371	47.68414947358036
19	98	36	34	1.5275	1.6174	1.2781461801347254	16.278	0.94444	unpermuted	CbGpPWpG			
19	101	18	18	3.321	3.321	0.46268851964508556		1	permuted	CbGpPWpG	200	15.512813450905938	51.51795168131042
19	101	18	18	0.88399	0.88399	1.0670330079694204	10.278	1	unpermuted	CbGpPWpG			
19	103	36	36	3.3175	3.3175	0.46795966166174907		1	permuted	CbGpPWpG	200	15.149467206010788	50.258735227979244
19	103	36	33	1.4609	1.5937	1.1409106497316128	17.389	0.91667	unpermuted	CbGpPWpG			
19	104	36	36	3.3204	3.3204	0.4614929290471329		1	permuted	CbGpPWpG	200	15.590622776588573	51.767480639772664
19	104	36	36	1.968	1.968	1.2924311995743047	35.889	1	unpermuted	CbGpPWpG			
19	109	18	18	3.3513	3.3513	0.45975111228725346		1	permuted	CbGpPWpG	200	15.8550392051026	53.134942840896485
19	109	18	16	1.484	1.6695	1.1504005288818098	18.111	0.88889	unpermuted	CbGpPWpG			
19	110	18	18	3.3539	3.3539	0.46312341341461155		1	permuted	CbGpPWpG	200	15.63698318287332	52.44443526697442
19	110	18	18	2.8944	2.8944	0.9790052673650628	49.056	1	unpermuted	CbGpPWpG			
19	111	18	18	3.364	3.364	0.4624536915431181		1	permuted	CbGpPWpG	200	15.729886162090345	52.91607951316684
19	111	18	18	1.0697	1.0697	1.2733964198079524	11.556	1	unpermuted	CbGpPWpG			
19	113	36	36	3.3719	3.3719	0.457981283294924		1	permuted	CbGpPWpG	200	16.075851052145538	54.20550648142593
19	113	36	36	2.4517	2.4517	1.2592841979767253	38.889	1	unpermuted	CbGpPWpG			
19	114	36	36	3.371	3.371	0.4525235564762578		1	permuted	CbGpPWpG	200	16.461760061811763	55.49258015782283
19	114	36	36	1.9127	1.9127	1.0357614997644164	14.917	1	unpermuted	CbGpPWpG			
19	115	18	18	3.384	3.384	0.46486402637598356		1	permuted	CbGpPWpG	200	15.65929638454889	52.99029865294531
19	115	18	18	1.2632	1.2632	1.1989408810053213	18.611	1	unpermuted	CbGpPWpG			
19	118	18	18	3.3926	3.3926	0.4525315797021638		1	permuted	CbGpPWpG	200	16.56689281254883	56.205641377014615
19	118	18	15	0.92684	1.1122	1.1250728067259395	19.556	0.83333	unpermuted	CbGpPWpG			
19	119	18	18	3.3914	3.3914	0.45322980392725615		1	permuted	CbGpPWpG	200	16.510016970400596	55.99277106361438
19	119	18	18	1.2533	1.2533	1.342392758583579	11.556	1	unpermuted	CbGpPWpG			
19	120	18	18	3.3914	3.3914	0.4557442859545382		1	permuted	CbGpPWpG	200	16.328154685213796	55.375374526712264
19	120	18	18	2.4775	2.4775	1.1294365975632308	43.333	1	unpermuted	CbGpPWpG			
19	122	18	18	3.4062	3.4062	0.4484358140172885		1	permuted	CbGpPWpG	200	16.938059884832178	57.69363569294111
19	122	18	18	1.249	1.249	1.3076723146481029	14	1	unpermuted	CbGpPWpG			
19	125	18	18	3.4252	3.4252	0.4483352277272791		1	permuted	CbGpPWpG	200	17.040383413703676	58.366607883426965
19	125	18	18	2.6851	2.6851	1.0803081253417977	31.278	1	unpermuted	CbGpPWpG			
19	126	18	18	3.4244	3.4244	0.4461644234929305		1	permuted	CbGpPWpG	200	17.202422034131622	58.907293703263214
19	126	18	18	1.3682	1.3682	1.3747844097725574	20.778	1	unpermuted	CbGpPWpG			
19	127	36	36	3.4246	3.4246	0.44723096237260984		1	permuted	CbGpPWpG	200	17.12175716519675	58.63546746129963
19	127	36	31	1.3583	1.5774	1.3925836107083278	17.5	0.86111	unpermuted	CbGpPWpG			
19	133	18	18	3.4615	3.4615	0.442680189201539		1	permuted	CbGpPWpG	200	17.663759163282396	61.142957689683875
19	133	18	15	1.2956	1.5548	1.1966057175534397	21.944	0.83333	unpermuted	CbGpPWpG			
19	135	18	18	3.4667	3.4667	0.4385540177633725		1	permuted	CbGpPWpG	200	18.024633261817588	62.485473107597386
19	135	18	18	2.461	2.461	1.1035383727228647	37.056	1	unpermuted	CbGpPWpG			
19	136	18	18	3.4733	3.4733	0.43719394136796447		1	permuted	CbGpPWpG	200	18.17160658731755	63.11533931878106
19	136	18	18	1.5796	1.5796	1.2466511204389505	15	1	unpermuted	CbGpPWpG			
19	145	18	18	3.4956	3.4956	0.42727851679261164		1	permuted	CbGpPWpG	200	19.146709519086674	66.92839522429738
19	145	18	18	1.6833	1.6833	1.1891458686872596	21.667	1	unpermuted	CbGpPWpG			
19	150	36	36	3.5222	3.5222	0.42861253018962847		1	permuted	CbGpPWpG	200	19.172886236890058	67.53123889100569
19	150	36	36	1.962	1.962	1.3341400534156918	23.75	1	unpermuted	CbGpPWpG			
19	154	18	18	3.5267	3.5267	0.42324316439557724		1	permuted	CbGpPWpG	200	19.68759552309813	69.43289317822068
19	154	18	18	1.052	1.052	1.2229905271116612	17.444	1	unpermuted	CbGpPWpG			
19	156	18	18	3.5449	3.5449	0.42782402887526183		1	permuted	CbGpPWpG	200	19.36748569711397	68.655737112199
19	156	18	17	1.8148	1.9216	1.171994345797338	36.389	0.94444	unpermuted	CbGpPWpG			
19	163	18	18	3.5701	3.5701	0.41783638758863423		1	permuted	CbGpPWpG	200	20.448603264957097	73.00284986565764
19	163	18	18	1.343	1.343	1.2393801647587324	22.389	1	unpermuted	CbGpPWpG			
19	173	36	36	3.6057	3.6057	0.4166010955164162		1	permuted	CbGpPWpG	200	20.77536434899899	74.90970956957968
19	173	36	36	1.6063	1.6063	1.0893899080486293	30.528	1	unpermuted	CbGpPWpG			
19	176	18	18	3.6088	3.6088	0.39986767621457503		1	permuted	CbGpPWpG	200	22.57015184685323	81.45196378864527
19	176	18	18	1.8123	1.8123	1.1174446684485966	36.333	1	unpermuted	CbGpPWpG			
19	189	36	36	3.641	3.641	0.41447743866990416		1	permuted	CbGpPWpG	200	21.194486821467486	77.16984039935444
19	189	36	36	1.7818	1.7818	1.1293503537274519	33.111	1	unpermuted	CbGpPWpG			
19	192	18	18	3.6493	3.6493	0.3983478901406263		1	permuted	CbGpPWpG	200	22.997946761179147	83.92728440107891
19	192	18	18	1.6039	1.6039	1.058716490722121	31.056	1	unpermuted	CbGpPWpG			
19	204	18	18	3.6855	3.6855	0.408820415826717		1	permuted	CbGpPWpG	200	22.050959420586384	81.26810468046028
19	204	18	18	1.8476	1.8476	1.3935154064882778	25.111	1	unpermuted	CbGpPWpG			
19	231	18	18	3.749	3.749	0.39284189668333713		1	permuted	CbGpPWpG	200	24.292869737388056	91.0737546169021
19	231	18	18	2.4345	2.4345	1.2466924948659943	35.889	1	unpermuted	CbGpPWpG			
20	0	1.6752e+05	0	0				0	permuted	CbGpPWpG	200		
20	0	1.6752e+05	0	0			0	0	unpermuted	CbGpPWpG			
20	1	15078	5932.1	0.61827	1.5715	0.912027981745706		0.39342	permuted	CbGpPWpG	200	1.88929008892313	2.9690233878187064
20	1	15078	1680	0.29485	2.6463	1.1380401908933184	0.3407	0.11142	unpermuted	CbGpPWpG			
20	2	13804	8660.7	0.93324	1.4875	0.9039598004012848		0.6274	permuted	CbGpPWpG	200	1.820325118399803	2.7076726547149192
20	2	13804	3354	0.38048	1.5659	1.1535997173539903	0.94668	0.24297	unpermuted	CbGpPWpG			
20	3	10220	7874.4	1.1559	1.5002	0.9044601154115699		0.77049	permuted	CbGpPWpG	200	1.8339194942956878	2.751309036139917
20	3	10220	4298	0.66145	1.5728	1.1858761685843462	2.8324	0.42055	unpermuted	CbGpPWpG			
20	4	17780	15245	1.3319	1.5534	0.9058770501153883		0.85743	permuted	CbGpPWpG	200	1.8929990976016895	2.9406228545562043
20	4	17780	8765	0.72204	1.4647	1.1579015052642043	5.2467	0.49297	unpermuted	CbGpPWpG			
20	5	10892	9914.3	1.4741	1.6194	0.9021244757308109		0.91024	permuted	CbGpPWpG	200	1.9898861523944724	3.2224737727798796
20	5	10892	5680	0.82754	1.5869	1.2838096740362201	5.2812	0.52148	unpermuted	CbGpPWpG			
20	6	8484	8009.3	1.5941	1.6886	0.8971233487022933		0.94405	permuted	CbGpPWpG	200	2.0980986490009856	3.5428774322795458
20	6	8484	5190	0.94879	1.551	1.2764074988405523	7.0124	0.61174	unpermuted	CbGpPWpG			
20	7	7140	6884.8	1.697	1.7599	0.8880813928547396		0.96426	permuted	CbGpPWpG	200	2.231449159990729	3.9271684921302383
20	7	7140	4471	0.98503	1.5731	1.2358176497004905	7.9136	0.62619	unpermuted	CbGpPWpG			
20	8	5628	5500.6	1.7878	1.8292	0.8763384379203498		0.97737	permuted	CbGpPWpG	200	2.3818079572785353	4.356695488117029
20	8	5628	3880	1.1194	1.6237	1.2721865779106003	9.3289	0.68941	unpermuted	CbGpPWpG			
20	9	5306	5226.3	1.8663	1.8948	0.8633491156998232		0.98498	permuted	CbGpPWpG	200	2.5420382233824634	4.816560836554347
20	9	5306	3408	1.141	1.7765	1.3562741750993066	10.37	0.64229	unpermuted	CbGpPWpG			
20	10	4116	4076.5	1.9387	1.9574	0.8513655463668205		0.99041	permuted	CbGpPWpG	200	2.7005795992858928	5.286230631545822
20	10	4116	2619	1.1679	1.8354	1.4351818887784402	11.234	0.6363	unpermuted	CbGpPWpG			
20	11	2842	2826	2.0026	2.0139	0.8368468966957539		0.99438	permuted	CbGpPWpG	200	2.8757560209478736	5.791567140644602
20	11	2842	1811	1.1714	1.8383	1.4180744047033573	11.07	0.63723	unpermuted	CbGpPWpG			
20	12	2520	2509.2	2.0598	2.0687	0.821916718891342		0.9957	permuted	CbGpPWpG	200	3.0621931598176118	6.334623293786856
20	12	2520	1648	1.1798	1.8041	1.3970089397878374	11.636	0.65397	unpermuted	CbGpPWpG			
20	13	2506	2499.8	2.1141	2.1194	0.8083102010055928		0.99751	permuted	CbGpPWpG	200	3.2437846455738124	6.874801244069523
20	13	2506	1481	0.97584	1.6512	1.4369807663312735	9.5942	0.59098	unpermuted	CbGpPWpG			
20	14	1610	1607.1	2.1615	2.1653	0.7942994817332145		0.99822	permuted	CbGpPWpG	200	3.4320883726137583	7.431654008452437
20	14	1610	1142	1.188	1.6748	1.4709632862228055	11.268	0.70932	unpermuted	CbGpPWpG			
20	15	1414	1412.6	2.2072	2.2094	0.7800473634758881		0.99903	permuted	CbGpPWpG	200	3.630991392983106	8.022179688272715
20	15	1414	931	1.1624	1.7655	1.5045832740812115	11.409	0.65842	unpermuted	CbGpPWpG			
20	16	1078	1077.1	2.2493	2.2512	0.7709894310851814		0.99913	permuted	CbGpPWpG	200	3.7872217079924666	8.525862203105756
20	16	1078	736	1.0377	1.5199	1.326360375349602	10.058	0.68275	unpermuted	CbGpPWpG			
20	17	756	755.59	2.293	2.2943	0.7582363365189154		0.99946	permuted	CbGpPWpG	200	3.990589268743476	9.155524871242784
20	17	756	549	1.0276	1.415	1.1873120911429238	8.7698	0.72619	unpermuted	CbGpPWpG			
20	18	826	825.8	2.3246	2.3252	0.745701811971562		0.99976	permuted	CbGpPWpG	200	4.181416070436652	9.722482381525454
20	18	826	598	1.0549	1.4572	1.251347406944794	10.717	0.72397	unpermuted	CbGpPWpG			
