metapath	length	n_pairs	pc_density	pc_mean	pc_max	dwpc-0.5_raw_mean
BPpG<rGpMF	3	32822804	0.275881	3.93946	4936	1.7318e-05
BPpG<rGpPW	3	20736182	0.471113	8.88133	6437	2.78428e-05
BPpGr>GpCC	3	15830971	0.356602	7.0395	3939	2.47137e-05
BPpGr>GbC	3	17663312	0.130563	0.644552	563	8.02585e-06
BPpGr>GdC	3	17663312	0.332065	17.4442	7606	3.59938e-05
BPpGr>GuC	3	17663312	0.290972	10.3456	4947	3.09454e-05
BPpGr>GaD	3	1559197	0.553424	17.9401	4126	6.93778e-05
BPpGr>GdD	3	1559197	0.210871	7.16761	1393	4.55246e-05
BPpGr>GuD	3	1559197	0.220765	9.87697	2968	5.40289e-05
BPpGr>GcG	3	238375045	0.0855213	0.472098	1493	4.12041e-06
BPpGr>GiG	3	238375045	0.210673	2.38822	31893	5.95451e-06
BPpGr>G<rG	3	238375045	0.185845	20.384	11002	9.94298e-06
BPpGr>Gr>G	3	238375045	0.182525	4.52608	16615	5.4092e-06
BPpGr>GpMF	3	32822804	0.286071	4.08169	3989	1.78823e-05
BPpGr>GpPW	3	20736182	0.487957	8.44993	6584	2.59893e-05
BPpGpMFpG	3	238375045	0.292838	7.11301	7839	2.68382e-05
BPpGpPWpG	3	238375045	0.216984	7.04825	10839	1.94447e-05
CCpGdAlD	3	190567	0.722339	31.2051	2835	0.000330876
CCpGdAdG	3	29134495	0.672871	55.575	6492	6.4276e-05
CCpGdAeG	3	29134495	0.815055	152.897	7613	5.15742e-05
CCpGdAuG	3	29134495	0.708364	49.438	5394	6.59981e-05
CCpGeAlD	3	190567	0.941947	169.401	12748	0.000618989
CCpGeAdG	3	29134495	0.715659	153.587	17610	5.25119e-05
CCpGeAeG	3	29134495	0.861514	745.412	33011	7.8784e-05
CCpGeAuG	3	29134495	0.755686	149.956	13442	5.6072e-05
CCpGuAlD	3	190567	0.71493	28.3965	3265	0.000351887
CCpGuAdG	3	29134495	0.671865	48.0861	5370	6.54443e-05
CCpGuAeG	3	29134495	0.817075	145.012	5974	5.48135e-05
CCpGuAuG	3	29134495	0.709389	45.8946	3938	6.9259e-05
CCpGpBPpG	3	29134495	0.460679	48.3325	25228	7.24431e-05
CCpGpCCpG	3	29134495	0.234752	9.99691	6389	6.94473e-05
CCpGbCrC	3	2158832	0.0461393	0.330115	373	5.31599e-05
CCpGbCpD	3	190567	0.0277173	0.184759	161	5.09703e-05
CCpGbCtD	3	190567	0.0543693	0.264437	167	0.000106779
CCpGbCbG	3	29134495	0.00616777	0.0487775	1909	6.59383e-06
CCpGbCdG	3	29134495	0.0115131	0.0540029	548	3.70695e-06
CCpGbCuG	3	29134495	0.0120919	0.0499257	499	3.93437e-06
CCpGbCiPC	3	479895	0.0311985	0.121387	180	0.00010359
CCpGbCcSE	3	7975994	0.0916081	1.13548	2397	1.95409e-05
CCpGdCrC	3	2158832	0.100345	0.396847	238	4.87138e-05
CCpGdCpD	3	190567	0.0458631	0.177066	108	4.89159e-05
CCpGdCtD	3	190567	0.146914	1.35322	882	0.000164517
CCpGdCbG	3	29134495	0.00969425	0.0610396	2152	4.26452e-06
CCpGdCdG	3	29134495	0.0545366	0.712706	2682	1.37013e-05
CCpGdCuG	3	29134495	0.0596434	0.658727	2234	1.48306e-05
CCpGdCiPC	3	479895	0.0725909	0.284446	473	0.000100485
CCpGdCcSE	3	7975994	0.194904	2.57299	2911	2.39931e-05
CCpGuCrC	3	2158832	0.0810624	0.302984	174	4.27592e-05
CCpGuCpD	3	190567	0.0359768	0.13358	132	3.97335e-05
CCpGuCtD	3	190567	0.135522	1.12244	370	0.000150968
CCpGuCbG	3	29134495	0.00849169	0.0481311	1078	3.96554e-06
CCpGuCdG	3	29134495	0.0516927	0.573228	1226	1.2644e-05
CCpGuCuG	3	29134495	0.0566207	0.543818	965	1.38426e-05
CCpGuCiPC	3	479895	0.0615051	0.226316	226	9.12485e-05
CCpGuCcSE	3	7975994	0.176642	1.96988	1447	2.16058e-05
CCpGaDpC	3	2158832	0.0350699	0.205817	309	4.67524e-05
CCpGaDtC	3	2158832	0.079644	0.596164	485	8.11546e-05
CCpGaDrD	3	190567	0.366176	3.43235	323	0.000530536
CCpGaDaG	3	29134495	0.0925196	0.789151	1321	2.78715e-05
CCpGaDdG	3	29134495	0.0628996	0.298991	228	1.88049e-05
CCpGaDuG	3	29134495	0.0627382	0.305654	333	1.85591e-05
CCpGaDpS	3	609258	0.406705	4.73119	787	0.000313347
CCpGdDpC	3	2158832	0.0251905	0.0943589	103	3.65068e-05
CCpGdDtC	3	2158832	0.0374304	0.158512	162	4.60625e-05
CCpGdDrD	3	190567	0.248453	1.25264	157	0.000298383
CCpGdDaG	3	29134495	0.0468893	0.202103	303	1.49863e-05
CCpGdDdG	3	29134495	0.0781331	0.290444	143	2.74778e-05
CCpGdDuG	3	29134495	0.0774877	0.29488	165	2.72513e-05
CCpGdDpS	3	609258	0.262874	1.53585	255	0.000166624
CCpGuDpC	3	2158832	0.0229244	0.0832747	107	3.41522e-05
CCpGuDtC	3	2158832	0.039148	0.168702	162	4.97884e-05
CCpGuDrD	3	190567	0.270167	1.40999	154	0.000305487
CCpGuDaG	3	29134495	0.0497292	0.212984	291	1.57346e-05
CCpGuDdG	3	29134495	0.0786946	0.300079	150	2.77837e-05
CCpGuDuG	3	29134495	0.0780958	0.304903	190	2.73492e-05
CCpGuDpS	3	609258	0.255414	1.52499	271	0.000163182
CCpGcGpCC	3	1934881	0.16821	1.03263	420	7.20176e-05
CCpGcGbC	3	2158832	0.0620493	0.111209	46	2.09893e-05
CCpGcGdC	3	2158832	0.0553322	0.221227	138	1.876e-05
CCpGcGuC	3	2158832	0.0512069	0.226826	141	1.9431e-05
CCpGcGaD	3	190567	0.245992	1.3161	190	0.000177092
CCpGcGdD	3	190567	0.124822	0.954321	128	0.000129362
CCpGcGuD	3	190567	0.122582	0.829152	124	0.000122396
CCpGcGcG	3	29134495	0.10319	1.05865	1803	3.61255e-05
CCpGcGiG	3	29134495	0.0792397	0.29016	3324	1.62422e-05
CCpGcG<rG	3	29134495	0.0561742	0.236281	172	6.24287e-06
CCpGcGr>G	3	29134495	0.0491866	0.2432	598	6.24446e-06
CCpGcGpMF	3	4011644	0.11307	0.615486	486	5.10023e-05
CCpGcGpPW	3	2534402	0.194279	0.882999	852	6.29832e-05
CCpGiGpCC	3	1934881	0.365723	11.3647	13376	0.000180217
CCpGiGbC	3	2158832	0.164129	0.978126	860	5.50174e-05
CCpGiGdC	3	2158832	0.152255	2.98963	2535	4.67864e-05
CCpGiGuC	3	2158832	0.131894	2.17423	1794	4.50478e-05
CCpGiGaD	3	190567	0.582792	22.0479	4956	0.000458692
CCpGiGdD	3	190567	0.20725	7.12273	2244	0.000239425
CCpGiGuD	3	190567	0.211327	7.70489	2163	0.000246553
CCpGiGcG	3	29134495	0.0906632	0.568055	1739	2.54048e-05
CCpGiGiG	3	29134495	0.522451	23.037	33575	5.92564e-05
CCpGiG<rG	3	29134495	0.12072	2.52512	3507	1.50892e-05
CCpGiGr>G	3	29134495	0.138936	3.27788	9782	1.7064e-05
CCpGiGpMF	3	4011644	0.257112	5.65878	7353	0.000108462
CCpGiGpPW	3	2534402	0.493971	19.3756	13897	0.000180705
CCpG<rGpCC	3	1934881	0.310216	5.19069	2159	5.52717e-05
CCpG<rGbC	3	2158832	0.168136	0.746117	735	2.68543e-05
CCpG<rGdC	3	2158832	0.194551	3.77211	1531	4.50349e-05
CCpG<rGuC	3	2158832	0.169106	3.29788	1509	4.12277e-05
CCpG<rGaD	3	190567	0.506163	15.3787	2282	0.000193683
CCpG<rGdD	3	190567	0.183615	4.96188	715	9.77226e-05
CCpG<rGuD	3	190567	0.189739	5.77597	965	0.000104941
CCpG<rGcG	3	29134495	0.0773732	0.369303	630	9.26893e-06
CCpG<rGiG	3	29134495	0.256137	2.65218	17191	1.60264e-05
CCpG<rG<rG	3	29134495	0.135913	3.52697	1936	1.24052e-05
CCpG<rGr>G	3	29134495	0.187905	6.5082	15631	2.44583e-05
CCpG<rGpMF	3	4011644	0.263573	3.75745	3466	4.57993e-05
CCpG<rGpPW	3	2534402	0.457304	8.47544	4625	7.39262e-05
CCpGr>GbC	3	2158832	0.108108	0.475244	301	1.79891e-05
CCpGr>GdC	3	2158832	0.302583	13.1075	4509	8.16909e-05
CCpGr>GuC	3	2158832	0.259582	7.61485	2866	6.95979e-05
CCpGr>GaD	3	190567	0.4956	13.0973	2323	0.00015476
CCpGr>GdD	3	190567	0.19252	5.29689	839	0.00010262
CCpGr>GuD	3	190567	0.202359	7.24765	1795	0.000120079
CCpGr>GcG	3	29134495	0.0711339	0.347164	879	9.28146e-06
CCpGr>GiG	3	29134495	0.17947	1.76621	19028	1.33397e-05
CCpGr>G<rG	3	29134495	0.174797	15.2927	6213	2.24249e-05
CCpGr>Gr>G	3	29134495	0.161126	3.36358	9645	1.21906e-05
CCpGr>GpMF	3	4011644	0.246048	3.02625	2330	4.01562e-05
CCpGr>GpPW	3	2534402	0.428952	6.28587	3847	5.84923e-05
CCpGpMFpG	3	29134495	0.246116	6.80028	4360	6.39346e-05
CCpGpPWpG	3	29134495	0.175441	4.88768	4136	4.71087e-05
CrCrCrC	3	2408704	0.0583069	2.30135	1160	0.000327838
CrCrCpD	3	212624	0.0418485	0.493801	280	0.000295409
CrCrCtD	3	212624	0.033825	0.645209	374	0.000347657
CrCrCbG	3	32506640	0.00342167	0.0587494	950	1.63239e-05
CrCrCdG	3	32506640	0.00826637	0.0744774	574	1.20455e-05
CrCrCuG	3	32506640	0.00758033	0.0732626	566	1.23333e-05
CrCrCiPC	3	535440	0.0275437	0.240669	552	0.000424
CrCrCcSE	3	8899168	0.113852	1.98928	771	8.83131e-05
CrCpDpC	3	2408704	0.0133478	0.029491	21	6.53094e-05
CrCpDtC	3	2408704	0.00762443	0.0146207	15	4.46146e-05
CrCpDrD	3	212624	0.0518286	0.12222	22	0.000339858
CrCpDaG	3	32506640	0.011983	0.0250393	30	1.57956e-05
CrCpDdG	3	32506640	0.00879639	0.0158036	13	1.44732e-05
CrCpDuG	3	32506640	0.00888665	0.0158282	13	1.42452e-05
CrCpDpS	3	679776	0.10761	0.279421	28	0.000231322
CrCtDpC	3	2408704	0.00454103	0.012486	28	3.6083e-05
CrCtDtC	3	2408704	0.0183086	0.0584916	79	0.000101206
CrCtDrD	3	212624	0.0510243	0.183808	47	0.000402586
CrCtDaG	3	32506640	0.0152035	0.0425835	87	2.18975e-05
CrCtDdG	3	32506640	0.00768538	0.0188752	25	1.51762e-05
CrCtDuG	3	32506640	0.00776647	0.0191183	33	1.53813e-05
CrCtDpS	3	679776	0.0824021	0.270594	64	0.000243112
CrCbGbC	3	2408704	0.359557	3.74523	462	0.000347039
CrCbGdC	3	2408704	0.00942332	0.0201702	24	1.3066e-05
CrCbGuC	3	2408704	0.018209	0.0435674	38	1.93489e-05
CrCbGaD	3	212624	0.27583	2.11982	253	0.000376619
CrCbGdD	3	212624	0.0585258	0.209534	42	8.34031e-05
CrCbGuD	3	212624	0.0556475	0.145144	39	8.9377e-05
CrCbGcG	3	32506640	0.00587649	0.0168421	57	9.07584e-06
CrCbGiG	3	32506640	0.0187444	0.0682842	147	1.353e-05
CrCbG<rG	3	32506640	0.0167189	0.0348146	37	4.92216e-06
CrCbGr>G	3	32506640	0.0169829	0.0568277	110	7.10605e-06
CrCbGpMF	3	4475968	0.0455698	0.331921	375	8.28235e-05
CrCbGpPW	3	2827744	0.0692061	0.469187	385	0.000107086
CrCdGbC	3	2408704	0.014196	0.0237609	16	1.31499e-05
CrCdGdC	3	2408704	0.186573	1.76511	708	0.00014387
CrCdGuC	3	2408704	0.0593921	0.31536	202	4.63278e-05
CrCdGaD	3	212624	0.193017	0.993872	206	0.000130851
CrCdGdD	3	212624	0.0873467	0.36716	55	8.21687e-05
CrCdGuD	3	212624	0.0971339	0.54959	164	0.000103911
CrCdGcG	3	32506640	0.0142197	0.0248646	33	7.88126e-06
CrCdGiG	3	32506640	0.0504395	0.153734	873	1.12891e-05
CrCdG<rG	3	32506640	0.109776	1.09171	334	2.42619e-05
CrCdGr>G	3	32506640	0.0639031	0.274125	418	1.28575e-05
CrCdGpMF	3	4475968	0.0659891	0.222032	130	3.27139e-05
CrCdGpPW	3	2827744	0.145371	0.519536	239	5.12081e-05
CrCuGbC	3	2408704	0.0241777	0.0403138	22	2.00869e-05
CrCuGdC	3	2408704	0.0611233	0.322373	177	4.67598e-05
CrCuGuC	3	2408704	0.142526	1.26539	597	0.000131675
CrCuGaD	3	212624	0.21871	1.088	144	0.000159954
CrCuGdD	3	212624	0.0840592	0.408256	86	8.88736e-05
CrCuGuD	3	212624	0.0894631	0.439847	70	0.000102713
CrCuGcG	3	32506640	0.0126087	0.025016	48	7.85485e-06
CrCuGiG	3	32506640	0.0416049	0.113223	734	1.12689e-05
CrCuG<rG	3	32506640	0.0925611	0.642754	224	2.04599e-05
CrCuGr>G	3	32506640	0.0518121	0.258106	469	1.16941e-05
CrCuGpMF	3	4475968	0.0625795	0.22394	148	3.46498e-05
CrCuGpPW	3	2827744	0.129919	0.469978	249	5.38828e-05
CrCiPCiC	3	2408704	0.00827582	0.0245182	20	0.000152471
CrCcSEcC	3	2408704	0.539909	103.437	3033	0.000284891
CpDlAlD	3	212624	0.0960992	0.655312	105	0.000365599
CpDlAdG	3	32506640	0.0561521	0.141099	26	1.02433e-05
CpDlAeG	3	32506640	0.104167	0.762708	96	1.78235e-05
CpDlAuG	3	32506640	0.0542601	0.128344	26	1.05812e-05
CpDpCpD	3	212624	0.0110195	0.0421683	27	0.000144388
CpDpCtD	3	212624	0.00808469	0.0178907	19	9.20819e-05
CpDpCbG	3	32506640	0.000724867	0.00256901	78	3.58893e-06
CpDpCdG	3	32506640	0.00112857	0.00197492	23	2.79623e-06
CpDpCuG	3	32506640	0.00102961	0.00183399	21	2.71676e-06
CpDpCiPC	3	535440	0.00464851	0.00940535	38	0.000115614
CpDpCcSE	3	8899168	0.0312981	0.153904	116	3.50872e-05
CpDtCpD	3	212624	0.00379073	0.00871491	15	5.71049e-05
CpDtCtD	3	212624	0.0128066	0.0542554	37	0.000130627
CpDtCbG	3	32506640	0.0004895	0.00105886	80	3.12235e-06
CpDtCdG	3	32506640	0.00179514	0.00445048	46	3.8496e-06
CpDtCuG	3	32506640	0.00187654	0.00420449	50	4.27724e-06
CpDtCiPC	3	535440	0.00216831	0.00456634	27	7.55164e-05
CpDtCcSE	3	8899168	0.0150186	0.0583029	129	2.14632e-05
CpDrDpC	3	2408704	0.0029327	0.00564038	16	4.06268e-05
CpDrDtC	3	2408704	0.00230497	0.00430065	33	3.61653e-05
CpDrDrD	3	212624	0.0228384	0.0689574	27	0.00030102
CpDrDaG	3	32506640	0.00376932	0.00580961	39	1.27868e-05
CpDrDdG	3	32506640	0.00340315	0.00454993	12	1.05534e-05
CpDrDuG	3	32506640	0.0033695	0.0045328	14	1.03073e-05
CpDrDpS	3	679776	0.0370004	0.0865506	48	0.00021141
CpDaGbC	3	2408704	0.048272	0.125969	44	5.14808e-05
CpDaGdC	3	2408704	0.0137804	0.0445443	63	1.1584e-05
CpDaGuC	3	2408704	0.0165778	0.0587341	102	1.52236e-05
CpDaGaD	3	212624	0.098954	1.44308	453	0.000241528
CpDaGdD	3	212624	0.0280354	0.138973	60	7.46907e-05
CpDaGuD	3	212624	0.0277391	0.172727	100	7.72084e-05
CpDaGcG	3	32506640	0.00634744	0.00970266	42	7.72817e-06
CpDaGiG	3	32506640	0.0225527	0.064725	1064	1.19632e-05
CpDaG<rG	3	32506640	0.0144418	0.0540971	102	4.13498e-06
CpDaGr>G	3	32506640	0.0131783	0.0580822	457	5.0882e-06
CpDaGpMF	3	4475968	0.0304663	0.12673	269	4.15455e-05
CpDaGpPW	3	2827744	0.0562933	0.274029	416	6.10592e-05
CpDdGbC	3	2408704	0.00744176	0.00990201	18	1.07227e-05
CpDdGdC	3	2408704	0.0112969	0.0350217	45	1.2326e-05
CpDdGuC	3	2408704	0.008593	0.023565	49	1.09856e-05
CpDdGaD	3	212624	0.042681	0.152739	73	8.69427e-05
CpDdGdD	3	212624	0.0188267	0.116652	80	4.70348e-05
CpDdGuD	3	212624	0.0178719	0.0740133	40	5.89889e-05
CpDdGcG	3	32506640	0.00496431	0.00740384	36	6.80734e-06
CpDdGiG	3	32506640	0.0126602	0.0285903	812	8.16869e-06
CpDdG<rG	3	32506640	0.010703	0.0316686	52	3.88432e-06
CpDdGr>G	3	32506640	0.00859363	0.0264687	212	3.74858e-06
CpDdGpMF	3	4475968	0.0175582	0.0511972	115	2.55469e-05
CpDdGpPW	3	2827744	0.0328361	0.0865609	205	3.3175e-05
CpDuGbC	3	2408704	0.00495204	0.0066459	13	1.09046e-05
CpDuGdC	3	2408704	0.0114858	0.0399281	92	1.45916e-05
CpDuGuC	3	2408704	0.00944906	0.0290102	41	1.28787e-05
CpDuGaD	3	212624	0.0434382	0.176645	107	9.25961e-05
CpDuGdD	3	212624	0.018521	0.0780109	33	5.97393e-05
CpDuGuD	3	212624	0.019518	0.12523	95	4.78345e-05
CpDuGcG	3	32506640	0.004745	0.00674761	42	6.79327e-06
CpDuGiG	3	32506640	0.0132027	0.0271666	886	7.95757e-06
CpDuG<rG	3	32506640	0.0107969	0.03512	75	4.273e-06
CpDuGr>G	3	32506640	0.00793493	0.0245893	200	3.57562e-06
CpDuGpMF	3	4475968	0.0173531	0.0506219	119	2.50193e-05
CpDuGpPW	3	2827744	0.0322193	0.0874259	181	3.32569e-05
CpDpSpD	3	212624	0.105844	0.789196	115	0.000372607
CtDlAlD	3	212624	0.18212	1.29946	279	0.000563455
CtDlAdG	3	32506640	0.107652	0.296221	75	1.68841e-05
CtDlAeG	3	32506640	0.181089	1.4646	192	2.80174e-05
CtDlAuG	3	32506640	0.107903	0.27076	63	1.77279e-05
CtDpCpD	3	212624	0.00812232	0.0212488	31	0.00010631
CtDpCtD	3	212624	0.00687599	0.0168372	10	7.95923e-05
CtDpCbG	3	32506640	0.000490238	0.00106658	60	2.34865e-06
CtDpCdG	3	32506640	0.000877328	0.0015595	14	2.15413e-06
CtDpCuG	3	32506640	0.000911844	0.00162748	21	2.15502e-06
CtDpCiPC	3	535440	0.00300127	0.00530405	29	8.07546e-05
CtDpCcSE	3	8899168	0.019152	0.0600436	89	2.07653e-05
CtDtCpD	3	212624	0.0111511	0.0292394	43	0.000114321
CtDtCtD	3	212624	0.031638	0.200335	94	0.000260898
CtDtCbG	3	32506640	0.00184338	0.00562236	134	7.70834e-06
CtDtCdG	3	32506640	0.00606476	0.0211539	111	8.55222e-06
CtDtCuG	3	32506640	0.00628893	0.0198056	92	9.16141e-06
CtDtCiPC	3	535440	0.0098237	0.0276819	71	0.00022039
CtDtCcSE	3	8899168	0.052212	0.29759	213	5.32925e-05
CtDrDtC	3	2408704	0.00594095	0.0132171	58	5.8646e-05
CtDrDrD	3	212624	0.055972	0.285264	144	0.000430315
CtDrDaG	3	32506640	0.00748063	0.0149644	148	1.74778e-05
CtDrDdG	3	32506640	0.00491866	0.00817279	21	1.12175e-05
CtDrDuG	3	32506640	0.00510019	0.00862974	23	1.13585e-05
CtDrDpS	3	679776	0.0545665	0.204326	136	0.000257788
CtDaGbC	3	2408704	0.0980756	0.266214	82	7.39475e-05
CtDaGdC	3	2408704	0.0352484	0.153568	146	2.20483e-05
CtDaGuC	3	2408704	0.0420533	0.209131	181	2.98476e-05
CtDaGaD	3	212624	0.193196	4.46418	876	0.000403948
CtDaGdD	3	212624	0.0557181	0.441498	109	0.000124723
CtDaGuD	3	212624	0.0567904	0.570303	159	0.0001389
CtDaGcG	3	32506640	0.0162276	0.0281656	75	1.32278e-05
CtDaGiG	3	32506640	0.0566881	0.219574	2062	2.1544e-05
CtDaG<rG	3	32506640	0.0351524	0.188591	201	8.00839e-06
CtDaGr>G	3	32506640	0.0352575	0.214144	885	1.0184e-05
CtDaGpMF	3	4475968	0.0740448	0.416933	497	7.39543e-05
CtDaGpPW	3	2827744	0.133565	0.990544	856	0.000110317
CtDdGbC	3	2408704	0.0138132	0.0202134	25	1.53251e-05
CtDdGdC	3	2408704	0.012772	0.0366591	63	1.25904e-05
CtDdGuC	3	2408704	0.0139403	0.046738	80	1.52652e-05
CtDdGaD	3	212624	0.0677816	0.312585	105	0.000126174
CtDdGdD	3	212624	0.0313934	0.241022	123	6.82525e-05
CtDdGuD	3	212624	0.0285669	0.143733	70	8.00549e-05
CtDdGcG	3	32506640	0.00758999	0.0117049	56	9.46108e-06
CtDdGiG	3	32506640	0.0192981	0.0458464	1260	1.07226e-05
CtDdG<rG	3	32506640	0.014455	0.0457118	75	4.62494e-06
CtDdGr>G	3	32506640	0.0121057	0.0430539	302	4.62131e-06
CtDdGpMF	3	4475968	0.0287011	0.0953946	173	3.50633e-05
CtDdGpPW	3	2827744	0.0478558	0.14701	259	4.37911e-05
CtDuGbC	3	2408704	0.0102831	0.0138128	18	1.63534e-05
CtDuGdC	3	2408704	0.0205144	0.0921209	114	2.12645e-05
CtDuGuC	3	2408704	0.0161315	0.0563992	76	1.97449e-05
CtDuGaD	3	212624	0.0745259	0.407038	153	0.000145009
CtDuGdD	3	212624	0.0302882	0.139354	59	8.32597e-05
CtDuGuD	3	212624	0.033049	0.291745	163	7.55878e-05
CtDuGcG	3	32506640	0.00755476	0.0112922	63	9.55705e-06
CtDuGiG	3	32506640	0.0207991	0.0509449	1328	1.14422e-05
CtDuG<rG	3	32506640	0.0180799	0.0817828	115	6.58012e-06
CtDuGr>G	3	32506640	0.0142779	0.0528313	288	5.46146e-06
CtDuGpMF	3	4475968	0.0298713	0.0969361	154	3.61687e-05
CtDuGpPW	3	2827744	0.0543009	0.20008	289	5.12767e-05
CtDpSpD	3	212624	0.181701	1.43773	297	0.000537409
CbGdAlD	3	212624	0.590437	4.04788	372	0.000121205
CbGdAdG	3	32506640	0.581268	7.25803	743	2.33661e-05
CbGdAeG	3	32506640	0.709087	20.862	866	1.92433e-05
CbGdAuG	3	32506640	0.609197	6.58809	523	2.41411e-05
CbGeAlD	3	212624	0.800046	17.3173	1670	0.000259132
CbGeAdG	3	32506640	0.61939	13.6114	2344	1.54222e-05
CbGeAeG	3	32506640	0.764598	70.6244	4453	2.5902e-05
CbGeAuG	3	32506640	0.6522	13.1446	1785	1.62982e-05
CbGuAlD	3	212624	0.566498	3.22439	358	0.000120543
CbGuAdG	3	32506640	0.557302	5.39099	740	2.24437e-05
CbGuAeG	3	32506640	0.696577	15.8784	864	1.85e-05
CbGuAuG	3	32506640	0.58172	4.99879	573	2.33378e-05
CbGpBPpG	3	32506640	0.367687	6.54314	4106	2.89993e-05
CbGpCCpG	3	32506640	0.137279	0.958958	578	2.03515e-05
CbGbCpD	3	212624	0.186823	2.5267	359	0.00041236
CbGbCtD	3	212624	0.283896	3.38381	215	0.000546079
CbGbCbG	3	32506640	0.0256051	0.399235	2248	1.94387e-05
CbGbCdG	3	32506640	0.0626355	0.629806	638	1.72919e-05
CbGbCuG	3	32506640	0.0689744	0.564594	567	1.78697e-05
CbGbCiPC	3	535440	0.304587	1.5981	196	0.000559809
CbGbCcSE	3	8899168	0.500597	15.7464	2893	0.000125695
CbGdCpD	3	212624	0.00603883	0.00979193	6	1.43977e-05
CbGdCtD	3	212624	0.0274851	0.0709139	47	4.31749e-05
CbGdCbG	3	32506640	0.00168802	0.00362114	99	1.21385e-06
CbGdCdG	3	32506640	0.0120205	0.0400873	123	3.60593e-06
CbGdCuG	3	32506640	0.0127167	0.0368627	102	3.89252e-06
CbGdCiPC	3	535440	0.0104232	0.0160933	35	2.72032e-05
CbGdCcSE	3	8899168	0.0389109	0.142561	127	6.51625e-06
CbGuCpD	3	212624	0.0102199	0.0170301	11	1.90458e-05
CbGuCtD	3	212624	0.0495899	0.119455	78	6.17764e-05
CbGuCbG	3	32506640	0.00279601	0.00549577	171	1.73256e-06
CbGuCdG	3	32506640	0.0194671	0.0581873	166	4.40303e-06
CbGuCuG	3	32506640	0.0202291	0.0551503	126	4.76817e-06
CbGuCiPC	3	535440	0.0160447	0.0237674	34	3.90495e-05
CbGuCcSE	3	8899168	0.0613983	0.215082	236	8.9634e-06
CbGaDrD	3	212624	0.410128	1.46755	59	0.000442452
CbGaDaG	3	32506640	0.105113	0.34789	137	2.25206e-05
CbGaDdG	3	32506640	0.0653704	0.1288	36	1.5089e-05
CbGaDuG	3	32506640	0.0663464	0.1336	46	1.5029e-05
CbGaDpS	3	679776	0.508904	2.32239	114	0.000284276
CbGdDrD	3	212624	0.135798	0.221795	19	9.82828e-05
CbGdDaG	3	32506640	0.0181873	0.026118	37	5.08192e-06
CbGdDdG	3	32506640	0.0312478	0.0406927	22	9.34439e-06
CbGdDuG	3	32506640	0.0309723	0.041047	29	9.18775e-06
CbGdDpS	3	679776	0.111669	0.194327	36	5.22437e-05
CbGuDrD	3	212624	0.102016	0.142707	18	0.000107925
CbGuDaG	3	32506640	0.0130651	0.0182452	34	4.76625e-06
CbGuDdG	3	32506640	0.0240236	0.0320683	17	9.90795e-06
CbGuDuG	3	32506640	0.024336	0.0328954	28	9.74524e-06
CbGuDpS	3	679776	0.104255	0.167563	29	5.72799e-05
CbGcGbC	3	2408704	0.0111047	0.0116552	7	6.70096e-06
CbGcGdC	3	2408704	0.0149927	0.0204425	13	5.23832e-06
CbGcGuC	3	2408704	0.0259882	0.034837	16	7.30009e-06
CbGcGaD	3	212624	0.114583	0.162757	19	5.68893e-05
CbGcGdD	3	212624	0.0554453	0.090399	14	3.72156e-05
CbGcGuD	3	212624	0.0714736	0.120269	12	4.0197e-05
CbGcGcG	3	32506640	0.0305621	0.0923254	179	1.06115e-05
CbGcGiG	3	32506640	0.0167736	0.0220613	291	4.81435e-06
CbGcG<rG	3	32506640	0.0207667	0.0267924	20	1.90049e-06
CbGcGr>G	3	32506640	0.0154012	0.0226739	58	1.79039e-06
CbGcGpMF	3	4475968	0.0442409	0.0778113	44	1.78831e-05
CbGcGpPW	3	2827744	0.0584066	0.0820905	69	2.09721e-05
CbGiGbC	3	2408704	0.0825224	0.201906	237	4.80952e-05
CbGiGdC	3	2408704	0.0651043	0.236066	343	1.33894e-05
CbGiGuC	3	2408704	0.0542935	0.21048	255	1.57639e-05
CbGiGaD	3	212624	0.348183	2.23582	809	0.000196134
CbGiGdD	3	212624	0.124309	0.605571	221	8.088e-05
CbGiGuD	3	212624	0.12238	0.633955	256	7.86445e-05
CbGiGcG	3	32506640	0.0273875	0.0544331	188	8.39839e-06
CbGiGiG	3	32506640	0.353485	1.70492	4523	1.89181e-05
CbGiG<rG	3	32506640	0.0687105	0.240355	326	4.82378e-06
CbGiGr>G	3	32506640	0.0595062	0.285589	1566	5.81001e-06
CbGiGpMF	3	4475968	0.110207	0.569517	1238	4.37554e-05
CbGiGpPW	3	2827744	0.281503	1.78221	2015	6.87708e-05
CbG<rGbC	3	2408704	0.0423091	0.0677161	104	9.00487e-06
CbG<rGdC	3	2408704	0.0684596	0.321775	193	1.30819e-05
CbG<rGuC	3	2408704	0.0622999	0.291898	210	1.28408e-05
CbG<rGaD	3	212624	0.206082	1.36917	304	6.28947e-05
CbG<rGdD	3	212624	0.0809927	0.456999	91	3.22661e-05
CbG<rGuD	3	212624	0.0818487	0.521023	125	3.37004e-05
CbG<rGcG	3	32506640	0.0208711	0.0345333	99	3.0226e-06
CbG<rGiG	3	32506640	0.0816122	0.239678	2344	5.16618e-06
CbG<rG<rG	3	32506640	0.0596677	0.302504	257	3.72254e-06
CbG<rGr>G	3	32506640	0.0793022	0.588598	2001	7.32091e-06
CbG<rGpMF	3	4475968	0.08709	0.341158	531	1.4826e-05
