1;2.5;G;CbGaD;Compound::DB00635;Gene::213;Disease::DOID:2841
1;2.5;G;CbGaD;Compound::DB00635;Gene::2908;Disease::DOID:2841
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:10283;Gene::6715;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:10283;Gene::2787;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:10283;Gene::2678;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:10283;Gene::7421;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2377;Gene::100133941;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2377;Gene::3600;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2377;Gene::6404;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2377;Gene::1493;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2377;Gene::1234;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2377;Gene::6696;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2377;Gene::940;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2377;Gene::10538;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2377;Gene::3458;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2377;Gene::729230;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2377;Gene::3575;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2377;Gene::3627;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2377;Gene::11262;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2377;Gene::355;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2377;Gene::5788;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2377;Gene::7421;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2377;Gene::5341;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:3083;Gene::3600;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:3083;Gene::5265;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::6693;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::3600;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::3717;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::7837;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::240;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::81552;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::10634;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::7535;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::5880;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::914;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::939;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::6772;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::6382;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::3932;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::1236;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::6279;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::3458;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::366;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::11262;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::355;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::5788;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::4068;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::7070;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::865;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::6678;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::6886;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:2531;Gene::11040;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:9074;Gene::7332;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:9074;Gene::3600;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:9074;Gene::712;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:9074;Gene::1493;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:9074;Gene::1234;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:9074;Gene::2213;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:9074;Gene::6504;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:9074;Gene::939;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:9074;Gene::3458;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:9074;Gene::355;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:9074;Gene::919;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:9074;Gene::5788;Disease::DOID:7148
10;2.5;DG;CtDaGuD;Compound::DB00635;Disease::DOID:9074;Gene::7421;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:9008;Gene::4520;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:9008;Gene::718;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:9008;Gene::4794;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:9008;Gene::3684;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:9008;Gene::5966;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:9008;Gene::3557;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:9008;Gene::156;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:9008;Gene::7090;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:7147;Gene::8797;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:8778;Gene::79841;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:8778;Gene::3558;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:8778;Gene::5469;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:8893;Gene::2625;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:418;Gene::3119;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:418;Gene::9308;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:418;Gene::2870;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:418;Gene::51561;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:418;Gene::2625;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:3083;Gene::4282;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:2531;Gene::3394;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:2531;Gene::800;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:2531;Gene::3146;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:2531;Gene::4353;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:2531;Gene::3119;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:2531;Gene::973;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:2531;Gene::1776;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:2531;Gene::3127;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:2531;Gene::5747;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:2531;Gene::4261;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:2531;Gene::3118;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:2531;Gene::5588;Disease::DOID:7148
10;2.5;DG;CtDdGaD;Compound::DB00635;Disease::DOID:2531;Gene::6850;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:9008;Gene::7704;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:9008;Gene::2130;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:9008;Gene::10992;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:9008;Gene::91;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:9008;Gene::2934;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:9008;Gene::5007;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:9008;Gene::23580;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:9008;Gene::8106;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:9008;Gene::3280;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:9008;Gene::473;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:9008;Gene::392;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:9008;Gene::57003;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8577;Gene::23469;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8577;Gene::10299;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8577;Gene::3030;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8577;Gene::8165;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8577;Gene::10424;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8577;Gene::57447;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8577;Gene::473;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8577;Gene::10194;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:7147;Gene::23301;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:7147;Gene::10194;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:7147;Gene::57134;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8778;Gene::2186;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8778;Gene::9788;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8778;Gene::1663;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8778;Gene::51386;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8778;Gene::26168;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8778;Gene::678;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8778;Gene::9984;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8778;Gene::8165;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8778;Gene::5094;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8778;Gene::23224;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8778;Gene::7874;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8778;Gene::6432;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8893;Gene::8874;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8893;Gene::4649;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8893;Gene::51322;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8893;Gene::22836;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8893;Gene::91;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8893;Gene::224;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8893;Gene::55186;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8893;Gene::2934;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8893;Gene::10299;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8893;Gene::677;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8893;Gene::552889;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8893;Gene::4782;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8893;Gene::10424;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8893;Gene::7874;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8893;Gene::8660;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8893;Gene::10491;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:8893;Gene::3480;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:418;Gene::274;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:418;Gene::10629;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:418;Gene::51386;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:418;Gene::728642;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:418;Gene::91304;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:418;Gene::6429;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:418;Gene::678;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:418;Gene::5434;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:418;Gene::8662;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:418;Gene::8864;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:10283;Gene::85294;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:2377;Gene::5007;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:3083;Gene::9987;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:3083;Gene::65110;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:2531;Gene::274;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:2531;Gene::114876;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:2531;Gene::27242;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:2531;Gene::126231;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:2531;Gene::23236;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:2531;Gene::7874;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:2531;Gene::1956;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:2531;Gene::23328;Disease::DOID:7148
10;2.5;DG;CtDdGdD;Compound::DB00635;Disease::DOID:2531;Gene::6432;Disease::DOID:7148
10;2.5;DG;CtDdGuD;Compound::DB00635;Disease::DOID:8577;Gene::120224;Disease::DOID:7148
10;2.5;DG;CtDdGuD;Compound::DB00635;Disease::DOID:7147;Gene::3695;Disease::DOID:7148
10;2.5;DG;CtDdGuD;Compound::DB00635;Disease::DOID:8778;Gene::8726;Disease::DOID:7148
10;2.5;DG;CtDdGuD;Compound::DB00635;Disease::DOID:8893;Gene::366;Disease::DOID:7148
10;2.5;DG;CtDdGuD;Compound::DB00635;Disease::DOID:418;Gene::55841;Disease::DOID:7148
10;2.5;DG;CtDdGuD;Compound::DB00635;Disease::DOID:10283;Gene::6993;Disease::DOID:7148
10;2.5;DG;CtDdGuD;Compound::DB00635;Disease::DOID:3083;Gene::1290;Disease::DOID:7148
10;2.5;DG;CtDdGuD;Compound::DB00635;Disease::DOID:2531;Gene::10643;Disease::DOID:7148
10;2.5;DG;CtDdGuD;Compound::DB00635;Disease::DOID:2531;Gene::100133941;Disease::DOID:7148
10;2.5;DG;CtDdGuD;Compound::DB00635;Disease::DOID:2531;Gene::7940;Disease::DOID:7148
10;2.5;DG;CtDdGuD;Compound::DB00635;Disease::DOID:2531;Gene::79935;Disease::DOID:7148
10;2.5;DG;CtDdGuD;Compound::DB00635;Disease::DOID:2531;Gene::939;Disease::DOID:7148
10;2.5;DG;CtDdGuD;Compound::DB00635;Disease::DOID:2531;Gene::90523;Disease::DOID:7148
10;2.5;DG;CtDdGuD;Compound::DB00635;Disease::DOID:2531;Gene::29911;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:9008;Gene::8604;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:9008;Gene::2213;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:9008;Gene::355;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::4312;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::1513;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::7133;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::958;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::3934;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::1116;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::3553;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::2023;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::3557;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::633;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::4314;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::4843;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::6772;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::4688;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::5341;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::6648;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::3576;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::7076;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::2920;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::861;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::3383;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8577;Gene::117289;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8778;Gene::4312;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8778;Gene::7133;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8778;Gene::958;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8778;Gene::3553;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8778;Gene::5911;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8778;Gene::6372;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8778;Gene::4843;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8778;Gene::6772;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8778;Gene::6648;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8778;Gene::7076;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8778;Gene::3383;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8778;Gene::4318;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8778;Gene::3654;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8778;Gene::3569;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8893;Gene::3934;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8893;Gene::3559;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8893;Gene::708;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8893;Gene::1493;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8893;Gene::6772;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8893;Gene::3002;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8893;Gene::3566;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:8893;Gene::332;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:418;Gene::1827;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:418;Gene::965;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:418;Gene::7297;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:10283;Gene::2870;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:3083;Gene::5743;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:3083;Gene::7421;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:3083;Gene::8741;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:3083;Gene::3553;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:3083;Gene::6696;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:3083;Gene::6347;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:3083;Gene::3552;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:3083;Gene::117289;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:2531;Gene::3572;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:2531;Gene::6772;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:2531;Gene::3106;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:2531;Gene::7090;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:2531;Gene::7040;Disease::DOID:7148
10;2.5;DG;CtDuGaD;Compound::DB00635;Disease::DOID:2531;Gene::7422;Disease::DOID:7148
10;2.5;DG;CtDuGdD;Compound::DB00635;Disease::DOID:9008;Gene::55857;Disease::DOID:7148
10;2.5;DG;CtDuGdD;Compound::DB00635;Disease::DOID:9008;Gene::7592;Disease::DOID:7148
10;2.5;DG;CtDuGdD;Compound::DB00635;Disease::DOID:8577;Gene::1052;Disease::DOID:7148
10;2.5;DG;CtDuGdD;Compound::DB00635;Disease::DOID:8577;Gene::2869;Disease::DOID:7148
10;2.5;DG;CtDuGdD;Compound::DB00635;Disease::DOID:8577;Gene::1901;Disease::DOID:7148
