half_life	drug	disease	circadian_efficacy	G_Fat SQ_amp	G_Fat Visceral_amp	G_Aorta_amp	G_Artery Coronary_amp	G_Artery Tibial_amp	G_Colon_amp	G_Esophagus_amp	G_Heart Atrial_amp	G_Liver_amp	G_Lung_amp	G_Nerve Tibial_amp	G_Pituitary_amp	G_Thyroid_amp	GC_Fat SQ_amp	GC_Fat Visceral_amp	GC_Aorta_amp	GC_Artery Coronary_amp	GC_Artery Tibial_amp	GC_Colon_amp	GC_Esophagus_amp	GC_Heart Atrial_amp	GC_Liver_amp	GC_Lung_amp	GC_Nerve Tibial_amp	GC_Pituitary_amp	GC_Thyroid_amp	GD_Fat SQ_amp	GD_Fat Visceral_amp	GD_Aorta_amp	GD_Artery Coronary_amp	GD_Artery Tibial_amp	GD_Colon_amp	GD_Esophagus_amp	GD_Heart Atrial_amp	GD_Liver_amp	GD_Lung_amp	GD_Nerve Tibial_amp	GD_Pituitary_amp	GD_Thyroid_amp	CG_Fat SQ_amp	CG_Fat Visceral_amp	CG_Aorta_amp	CG_Artery Coronary_amp	CG_Artery Tibial_amp	CG_Colon_amp	CG_Esophagus_amp	CG_Heart Atrial_amp	CG_Liver_amp	CG_Lung_amp	CG_Nerve Tibial_amp	CG_Pituitary_amp	CG_Thyroid_amp	DG_Fat SQ_amp	DG_Fat Visceral_amp	DG_Aorta_amp	DG_Artery Coronary_amp	DG_Artery Tibial_amp	DG_Colon_amp	DG_Esophagus_amp	DG_Heart Atrial_amp	DG_Liver_amp	DG_Lung_amp	DG_Nerve Tibial_amp	DG_Pituitary_amp	DG_Thyroid_amp
3.7500	DB00373	DOID:1686	N,HL<12h	0.6107	0.4918	0.6327	0.7085	0.5969	0.5796	0.3996	0.6570	0.3091	0.2245	0.2267	0.4375	0.0938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6107	0.4918	0.6327	0.7085	0.5969	0.5796	0.3996	0.6570	0.3091	0.2245	0.2267	0.4375	0.0938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6107	0.4918	0.7303	1.7261	0.8397	0.5796	0.6729	0.6570	0.4109	0.4267	0.4807	0.5253	0.9777
3.7500	DB00373	DOID:10763	N,HL<12h	0.6107	0.4918	0.6327	0.7085	0.5969	0.5796	0.3996	0.6570	0.3091	0.2245	0.2267	0.4375	0.0938	0.6107	0.4918	0.6327	0.7085	0.5969	0.5796	0.3996	0.6570	0.3091	0.2245	0.2267	0.4375	0.1546	0.6107	0.4918	0.6327	0.7085	0.5969	0.5796	0.3996	0.6570	0.3091	0.2245	0.2267	0.4375	0.0938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7177	1.3158	1.9465	1.8096	2.8025	1.0454	0.9365	1.2699	0.8190	1.1325	0.8261	1.0484	2.7498
3.7500	DB00373	DOID:3393	N,HL<12h	0.6107	0.4918	0.6327	0.7085	0.5969	0.5796	0.3996	0.6570	0.3091	0.2245	0.2267	0.4375	0.0938	0.6107	0.4918	0.6327	0.7085	0.5969	0.5796	0.3996	0.6570	0.3091	0.2245	0.2267	0.4375	0.1546	0.6107	0.4918	0.6327	0.7085	0.5969	0.5796	0.3996	0.6570	0.3091	0.2245	0.2267	0.4375	0.0938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7177	1.3158	1.9465	1.8096	2.8025	1.0454	0.9365	1.2699	0.8190	1.1325	0.8261	1.0484	2.7498
3.7500	DB00373	DOID:6364	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1001	0.2540	0.1966	0.2018	0.3517	0.0969	0.1237	0.1898	0.2175	0.1103	0.0550	0.2050	0.1546	0.6107	0.4918	0.6327	0.7085	0.5969	0.5796	0.3996	0.6570	0.3091	0.2245	0.2267	0.4375	0.0938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4350	0.4107	0.3310	0.3495	0.4330	0.5579	0.7280	0.4528	0.5199	0.4740	0.2031	0.3051	0.7343
2.6000	DB01008	DOID:2531	N,HL<12h	0.2808	0.8185	0.5644	0.6336	0.6169	0.8036	0.3793	0.6154	0.5215	0.3040	0.4307	0.3836	0.4360	0.6365	0.8185	0.5644	0.7141	0.6725	0.8036	0.6084	0.7785	0.6166	0.6119	0.6525	0.3836	0.6018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.1000	DB00471	DOID:3083	N,HL<12h	0.2570	0.4092	0.0936	0.1598	0.2062	0.1835	0.1556	0.2363	0.4059	0.0296	0.2370	0.0080	0.3475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1894	0.5380	0.4458	0.8654	0.4827	0.3323	0.1421	0.3179	0.3061	0.1807	0.0084	0.1823	0.7782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6107	1.2407	0.8513	0.9055	1.2129	1.0454	0.9365	1.2699	0.7149	0.9197	0.8178	1.0484	0.7734
4.1000	DB00471	DOID:4481	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2570	0.4092	0.0936	0.1598	0.2062	0.1835	0.1556	0.2363	0.4059	0.0296	0.2370	0.0080	0.3475	0.1894	0.5380	0.4458	0.8654	0.4827	0.3323	0.1421	0.3179	0.3061	0.1807	0.0084	0.1823	0.7782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4215	1.0018	0.5322	0.5399	0.7885	0.7256	0.5373	0.9227	0.4482	0.2767	0.2290	0.5850	0.3520
2.0000	DB00959	DOID:13189	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7249	1.1989	1.0114	0.8181	1.6587	1.0300	0.8487	0.8695	0.4672	0.8240	0.6552	1.5101	0.9316	0.6080	1.2005	0.8428	0.9055	1.2129	0.7087	0.6059	1.0130	0.6143	0.9197	0.7729	0.7199	0.6339	0.2047	0.2880	0.1438	0.2624	0.5416	0.2209	0.1305	0.2221	0.2607	0.2699	0.2015	0.0773	0.0894	0.5617	0.1705	0.1409	0.1488	2.8025	0.3078	0.0867	0.2000	0.3609	0.3850	0.1701	0.2577	2.7498
4.1000	DB00471	DOID:2841	N,HL<12h	0.1894	0.5380	0.4458	0.8654	0.4827	0.3323	0.1421	0.3179	0.3061	0.1807	0.0084	0.1823	0.7782	0.2570	0.5380	0.4458	0.8654	0.4827	0.3323	0.1556	0.3179	0.4059	0.1807	0.2370	0.1823	0.7782	0.2570	0.4092	0.0936	0.1598	0.2062	0.1835	0.1556	0.2363	0.4059	0.0296	0.2370	0.0080	0.3475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6107	1.2407	0.8513	0.9055	1.2129	1.0454	0.9365	1.2699	0.7149	0.9197	0.8178	1.0484	0.7734
2.8000	DB00394	DOID:2841	N,HL<12h	0.1812	1.2005	0.8428	0.9055	1.2129	0.6236	0.6059	1.0130	0.6143	0.9197	0.7729	0.7199	0.6257	0.7249	1.2005	1.0114	0.9055	1.6587	1.0300	0.8487	1.0130	0.6143	0.9197	0.7729	1.5101	0.9316	0.3655	1.2005	0.8428	0.9055	1.2129	0.6236	0.6059	1.0130	0.6143	0.9197	0.7729	0.7199	0.6786	0.6107	1.2407	0.8428	0.9055	1.2129	1.0454	0.9365	1.2699	0.7149	0.9197	0.8178	1.0484	0.6996	0.6107	1.0018	0.6327	0.7085	0.7885	0.7256	0.5046	0.9227	0.4263	0.2767	0.3119	0.5850	0.2630
2.8000	DB00394	DOID:8893	N,HL<12h	0.2409	0.5270	0.2939	0.3255	0.0794	0.2596	0.2926	0.5200	0.3181	0.2996	0.0585	0.2262	0.1294	0.7249	1.2005	1.0114	0.9055	1.6587	1.0300	0.8487	1.0130	0.6143	0.9197	0.7729	1.5101	0.9316	0.6080	1.2005	0.8428	0.9055	1.2129	0.7087	0.6478	1.0130	0.6143	0.9197	0.7729	0.7199	0.6339	0.6107	0.9315	0.7623	0.7085	0.7489	0.5796	0.5870	1.1302	0.5883	0.5443	0.6166	0.9179	0.6775	0.6107	1.0018	0.6327	0.7085	0.7885	0.7256	0.5046	0.9227	0.4263	0.2767	0.3119	0.5850	0.2630
5.1000	DB00661	DOID:10763	N,HL<12h	0.0697	0.0746	0.0769	0.1347	0.1739	0.1637	0.0679	0.1578	0.1226	0.1057	0.1153	0.1032	0.1585	0.3639	0.2873	0.2724	0.2566	0.4540	0.2112	0.3148	0.3980	0.3649	0.3524	0.1227	0.2248	0.1968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2668	0.1632	0.1808	0.2043	0.1902	0.1154	0.4366	0.2208	0.3805	0.1230	0.0563	0.3904	0.1430	0.4350	0.4107	0.3310	0.3495	0.4330	0.5579	0.7280	0.4528	0.5199	0.4740	0.2031	0.3051	0.7343
5.1000	DB00661	DOID:6364	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1001	0.2109	0.2724	0.2153	0.3517	0.1637	0.2364	0.1848	0.1396	0.1460	0.1153	0.2248	0.1585	0.3202	0.1019	0.1296	0.1250	0.1043	0.0559	0.3148	0.0938	0.3649	0.2191	0.0524	0.0884	0.1454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4350	0.4107	0.3310	0.3495	0.4330	0.5579	0.7280	0.4528	0.5199	0.4740	0.2031	0.3051	0.7343
20.0000	DB01039	DOID:3393	N,12h<HL<24h	0.1103	0.4132	0.2723	0.4537	0.2965	0.3155	0.1359	0.5720	0.2019	0.2556	0.3119	0.4970	0.1729	0.1801	0.2635	0.1568	0.3085	0.2507	0.2830	0.2598	0.2228	0.3290	0.1751	0.2239	0.2140	0.2549	0.1801	0.1885	0.1568	0.3085	0.2507	0.1101	0.1168	0.2228	0.1940	0.1386	0.0731	0.0126	0.1672	0.4869	0.2950	0.4548	0.6443	0.7106	0.9368	0.6889	0.6499	0.2808	1.3956	1.0305	1.4126	1.0871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20.0000	DB01073	DOID:0060073	N,12h<HL<24h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1178	0.2590	0.1716	0.2422	0.1224	0.2561	0.3841	0.2525	0.2610	0.1910	0.2523	0.1884	0.1828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0944	0.1773	0.0979	0.1616	0.1246	0.0914	0.1720	0.1856	0.1130	0.0836	0.0236	0.0601	0.0817	0.3255	0.3828	0.2357	0.4006	0.3253	0.7482	0.4653	0.3825	0.2183	0.2982	0.3796	0.7624	0.4192
20.0000	DB01073	DOID:2531	N,12h<HL<24h	0.1178	0.2590	0.1001	0.2422	0.1224	0.0746	0.1417	0.2474	0.0868	0.1118	0.1290	0.1884	0.0609	0.1178	0.2590	0.1716	0.2422	0.1261	0.2561	0.3841	0.2525	0.2610	0.1910	0.2523	0.1884	0.1828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7702	1.2005	0.8428	0.9055	1.2129	0.8036	0.7280	1.0130	0.6578	0.9197	0.7729	0.7199	0.7734	0.3255	0.3828	0.2357	0.4006	0.3253	0.7482	0.4653	0.3825	0.2183	0.2982	0.3796	0.7624	0.4192
20.0000	DB01196	DOID:10283	N,12h<HL<24h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1136	0.1858	0.1664	0.2515	0.3710	0.2351	0.1117	0.2592	0.1112	0.1433	0.3780	0.1568	0.2357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7249	1.1989	1.0114	0.8181	1.6587	1.0300	0.8487	0.6570	0.5215	0.8240	0.6552	1.5101	0.9316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20.0000	DB01210	DOID:1686	N,12h<HL<24h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0494	0.1219	0.0218	0.0765	0.1334	0.0663	0.0911	0.1076	0.1904	0.1460	0.0861	0.0477	0.1313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6107	0.4918	0.6327	0.7085	0.5969	0.5796	0.6254	0.6570	0.3745	0.4860	0.2267	0.8441	0.5343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.0000	DB00959	DOID:9074	N,HL<12h	0.1812	1.2005	0.8428	0.9055	1.2129	0.6236	0.6059	1.0130	0.6143	0.9197	0.7729	0.7199	0.6257	0.7249	1.2005	1.0114	0.9055	1.6587	1.0300	0.8487	1.0130	0.6143	0.9197	0.7729	1.5101	0.9316	0.6080	1.2005	0.8428	0.9055	1.2129	0.7087	0.6059	1.0130	0.6143	0.9197	0.7729	0.7199	0.6339	0.6107	1.2005	0.8428	0.9055	1.2129	0.7488	0.6059	1.0130	0.6143	0.9197	0.7729	0.7199	0.6257	0.8764	1.2005	0.8428	1.3238	1.2129	0.7488	0.9524	1.1390	0.6143	0.9197	0.7729	0.7199	0.7960
20.0000	DB00724	DOID:4159	N,12h<HL<24h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2220	0.4191	0.2081	0.2130	0.1679	0.1013	0.1478	0.1579	0.1490	0.1733	0.2496	0.2251	0.0832	0.2993	0.4191	0.2081	0.2130	0.1679	0.2220	0.1478	0.1579	0.1861	0.1733	0.2496	0.2251	0.2153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21.5000	DB00949	DOID:1826	N,12h<HL<24h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3634	0.2457	0.2731	0.3674	0.1919	0.2703	0.1632	0.3136	0.2529	0.2770	0.2710	0.2048	0.2696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.5400	DB00627	DOID:1936	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2549	0.5714	0.6255	0.8016	0.4382	0.3239	0.6121	0.3946	0.4183	0.3449	0.3086	0.2433	0.3849	0.2130	0.2504	0.6255	0.8016	0.4382	0.1761	0.0827	0.2208	0.0962	0.0645	0.0728	0.2433	0.2863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6107	1.2407	0.8428	0.9055	1.2129	1.0454	0.9436	1.2699	0.7149	1.3956	1.0305	1.4126	1.0871
0.5400	DB00627	DOID:3393	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2549	0.5714	0.6255	0.8016	0.4382	0.3239	0.6121	0.3946	0.4183	0.3449	0.3086	0.2433	0.3849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6107	1.2407	0.8428	0.9055	1.2129	1.0454	0.9436	1.2699	0.7149	1.3956	1.0305	1.4126	1.0871
21.0000	DB00920	DOID:2841	N,12h<HL<24h	0.1391	0.2345	0.3994	0.5916	0.5502	0.3104	0.4922	0.4098	0.3622	0.1230	0.0563	0.5360	0.4151	0.1808	0.3035	0.3994	0.5916	0.5502	0.3345	0.4922	0.4098	0.3622	0.2940	0.2874	0.5360	0.4151	0.0936	0.1632	0.1106	0.0522	0.1902	0.1154	0.4366	0.2208	0.1941	0.1230	0.0563	0.1275	0.1430	0.3674	1.2407	0.8428	0.9055	1.2129	0.7857	0.6059	1.0130	0.6143	0.9197	0.7729	0.9355	0.6257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22.0000	DB00590	DOID:10763	N,12h<HL<24h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4879	1.2005	0.8428	0.9055	1.2129	0.6236	0.7312	1.0130	0.6143	0.9197	0.7729	0.7199	0.6257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22.0000	DB01177	DOID:1612	N,12h<HL<24h	0.4243	1.2407	0.7660	0.7004	0.7218	1.0454	0.9365	1.2699	0.7149	0.9173	0.8178	1.0484	0.6996	0.6365	1.2407	0.8428	0.9934	1.2129	1.0454	0.9935	1.2699	0.7149	0.9197	0.8178	1.0484	0.8737	0.4111	0.8185	0.5858	0.7505	0.7218	0.8036	0.9935	0.7526	0.5874	0.7864	0.6506	0.6615	0.8737	0.5633	1.2407	0.5644	0.7004	0.6169	0.8036	0.6254	0.8697	0.5874	0.9173	0.6506	0.9355	0.7734	0.7222	0.8963	0.7788	1.1228	0.7736	0.8036	0.7943	0.7762	0.7016	0.7105	0.6570	0.7816	0.7887
22.0000	DB01177	DOID:2531	N,12h<HL<24h	0.4838	1.2005	0.8428	0.9934	1.2129	0.8036	0.6059	1.0130	0.6143	0.9197	0.7729	0.7199	0.6257	0.6365	1.2407	0.8428	0.9934	1.2129	1.0454	0.9935	1.2699	0.7149	0.9197	0.8178	1.0484	0.8737	0.1762	0.2534	0.1625	0.1918	0.1009	0.1219	0.1585	0.2126	0.2988	0.0956	0.0980	0.0652	0.1510	0.5443	0.8185	0.6496	0.9934	0.6394	0.8036	0.6442	0.8044	0.5215	0.4276	0.4307	0.3836	0.7734	0.7222	0.8963	0.7788	1.1228	0.7736	0.8036	0.7943	0.7762	0.7016	0.7105	0.6570	0.7816	0.7887
22.0000	DB00973	DOID:3393	N,12h<HL<24h	0.0913	0.5270	0.2939	0.3255	0.0794	0.2596	0.2926	0.5200	0.3181	0.2663	0.0585	0.2262	0.0990	0.4838	0.5902	0.4290	0.5498	0.6725	0.6266	0.4351	0.8044	0.6159	0.3762	0.6525	0.3389	0.3578	0.2013	0.2788	0.1765	0.2169	0.2466	0.2387	0.3011	0.2271	0.1476	0.1266	0.0875	0.0668	0.1131	0.3674	1.2407	0.4321	0.7004	0.7197	0.8141	0.3302	0.8697	0.4791	0.9173	0.2919	0.9355	0.3375	0.6107	1.2407	0.8428	0.9055	1.2129	1.0454	0.9436	1.2699	0.7149	1.3956	1.0305	1.4126	1.0871
22.0000	DB00973	DOID:1936	N,12h<HL<24h	0.2013	0.2788	0.1765	0.2169	0.2466	0.2387	0.3011	0.2271	0.1476	0.1266	0.0875	0.0668	0.1131	0.4838	0.5902	0.4290	0.5498	0.4657	0.6266	0.4351	0.8044	0.3300	0.2663	0.5078	0.2262	0.2397	0.0913	0.5270	0.2939	0.3255	0.0794	0.2596	0.2926	0.5200	0.3181	0.2663	0.0585	0.2262	0.0990	0.9849	1.2407	1.0386	1.8474	1.4303	0.8141	0.6121	0.8697	0.5495	1.2282	0.2919	1.0435	0.8694	0.6107	1.2407	0.8428	0.9055	1.2129	1.0454	0.9436	1.2699	0.7149	1.3956	1.0305	1.4126	1.0871
2.0000	DB00959	DOID:2841	N,HL<12h	0.1812	1.2005	0.8428	0.9055	1.2129	0.6236	0.6059	1.0130	0.6143	0.9197	0.7729	0.7199	0.6257	0.7249	1.2005	1.0114	0.9055	1.6587	1.0300	0.8487	1.0130	0.6143	0.9197	0.7729	1.5101	0.9316	0.1812	1.2005	0.8428	0.9055	1.2129	0.6236	0.6059	1.0130	0.6143	0.9197	0.7729	0.7199	0.6257	0.6107	1.2407	0.8428	0.9055	1.2129	1.0454	0.9365	1.2699	0.7149	0.9197	0.8178	1.0484	0.7734	0.6107	1.2005	1.2285	1.4109	2.8025	0.7256	0.6869	1.0130	0.6482	1.1211	0.7729	0.7199	2.7498
22.0000	DB00252	DOID:1826	N,12h<HL<24h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0318	0.1219	0.0142	0.0645	0.1334	0.0663	0.0876	0.1056	0.1904	0.0892	0.0180	0.0206	0.1313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3202	0.1019	0.1296	0.1250	0.1043	0.0559	0.3148	0.0938	0.3649	0.2191	0.0524	0.0884	0.1454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.2500	DB00384	DOID:10763	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2795	0.4254	0.2150	0.3986	0.2249	0.3308	0.3256	0.3444	0.2126	0.3178	0.2417	0.1585	0.4439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1635	0.1328	0.3310	0.1240	0.3778	0.0483	0.3981	0.0568	0.1954	0.1130	0.1110	0.1417	0.2807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3.0000	DB00641	DOID:1936	N,HL<12h	0.3971	1.2005	0.8428	0.9055	1.2129	1.0454	0.9365	1.2699	0.7149	0.9197	0.8178	1.0484	0.6996	0.5712	1.2005	0.8428	0.9055	1.2129	1.0454	0.9365	1.2699	0.7149	0.9197	0.8178	1.0484	0.7178	0.5633	1.2005	0.8428	0.9055	1.2129	1.0454	0.9365	1.2699	0.7149	0.9197	0.8178	1.0484	0.6996	0.3971	1.1361	0.7660	0.3970	0.2148	1.0454	0.9365	1.2699	0.7149	0.6156	0.8178	1.0484	0.6996	0.6107	1.2407	0.8428	0.9055	1.2129	1.0454	0.9436	1.2699	0.7149	1.3956	1.0305	1.4126	1.0871
3.0000	DB00641	DOID:3393	N,HL<12h	0.5633	1.2005	0.8428	0.9055	1.2129	1.0454	0.9365	1.2699	0.7149	0.9197	0.8178	1.0484	0.6996	0.6018	1.2005	0.8428	0.9055	1.2129	1.0454	0.9365	1.2699	0.7149	0.9197	0.8178	1.0484	0.7178	0.3971	1.2005	0.8428	0.9055	1.2129	1.0454	0.9365	1.2699	0.7149	0.9197	0.8178	1.0484	0.6996	0.5633	1.1361	0.7660	0.5951	0.4115	1.0454	0.9365	1.2699	0.7149	0.6156	0.8178	1.0484	0.6996	0.6107	1.2407	0.8428	0.9055	1.2129	1.0454	0.9436	1.2699	0.7149	1.3956	1.0305	1.4126	1.0871
3.0000	DB00768	DOID:4481	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1789	0.6538	0.2507	0.4253	0.2536	0.3226	0.1632	0.6742	0.1926	0.2999	0.2933	0.2048	0.2696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3.5000	DB00960	DOID:10763	N,HL<12h	0.6107	0.4918	0.6327	0.7085	0.5969	0.5796	0.6254	0.6570	0.3745	0.2245	0.2267	0.4375	0.2449	0.6895	0.4918	0.6434	0.7085	0.5969	0.5796	0.6254	1.3060	0.4566	0.6433	0.3251	0.6265	0.6339	0.6895	0.4918	0.6434	0.7085	0.5969	0.5796	0.6254	1.3060	0.3745	0.6433	0.2267	0.5941	0.2496	0.4879	1.3158	0.7677	0.8512	0.8670	0.7488	0.7312	0.8695	0.5299	0.6035	0.4599	0.6838	0.7113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5.0000	DB01275	DOID:10763	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0177	0.1117	0.0962	0.1492	0.2191	0.0843	0.3304	0.3161	0.1936	0.2390	0.1284	0.0816	0.1726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6.0000	DB00819	DOID:1686	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1251	0.0680	0.1648	0.4615	0.1979	0.2170	0.3608	0.3477	0.1597	0.2218	0.1536	0.0955	0.1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6107	0.4918	0.6327	0.7085	0.8397	0.5796	0.4186	0.6570	0.3091	0.2245	0.2915	0.4375	0.2745
6.0000	DB00819	DOID:1826	N,HL<12h	0.1596	0.1572	0.0889	0.1931	0.1616	0.2441	0.3670	0.1249	0.1922	0.1873	0.0529	0.2683	0.4602	0.4735	0.5641	0.4328	0.4615	0.9963	0.2170	0.3817	0.3781	0.1727	0.2459	0.4266	0.2725	0.7702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6107	0.4918	0.6327	0.7085	0.8397	0.5796	0.4186	0.6570	0.3091	0.2245	0.2915	0.4375	0.2745
13.0000	DB00794	DOID:1826	N,12h<HL<24h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2078	0.2670	0.0535	0.0746	0.1382	0.0874	0.2256	0.0516	0.1781	0.1189	0.1671	0.0660	0.1063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3202	0.1019	0.1296	0.1250	0.1043	0.0559	0.3148	0.0938	0.3649	0.2191	0.0524	0.0884	0.1454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.0000	DB00959	DOID:9008	N,HL<12h	0.0888	0.1199	0.1035	0.3328	0.3951	0.1586	0.2437	0.2685	0.1663	0.1555	0.1357	0.0622	0.0604	0.7249	1.2005	1.0114	0.9055	1.6587	1.0300	0.8487	1.0130	0.6143	0.9197	0.7729	1.5101	0.9316	0.6080	1.2005	0.8428	0.9055	1.2129	0.7087	0.6059	1.0130	0.6143	0.9197	0.7729	0.7199	0.6339	0.4148	1.0781	0.5038	0.6556	0.5406	0.6406	0.5731	0.7894	0.4824	0.5660	0.3777	0.5332	0.2956	0.3405	0.7282	0.4786	0.5157	0.6353	0.7082	0.6041	0.7894	0.4765	0.6120	0.4099	0.7966	0.5934
3.5000	DB01005	DOID:8893	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0673	1.0018	0.6327	0.7085	0.7885	0.7256	1.2548	0.9227	1.1124	0.5443	0.5429	0.5850	0.6775
3.5000	DB01005	DOID:2531	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0350	0.0634	0.0248	0.0590	0.1261	0.1165	0.1676	0.1659	0.1478	0.0635	0.0326	0.1494	0.0662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0673	1.0018	1.3777	0.7733	0.9856	0.8036	1.2548	0.9227	1.1124	0.6704	0.6570	0.7816	1.5973
