Fat SQ_fdr	Fat Visceral_fdr	Aorta_fdr	Artery Coronary_fdr	Artery Tibial_fdr	Colon_fdr	Esophagus_fdr	Heart Atrial_fdr	Liver_fdr	Lung_fdr	Nerve Tibial_fdr	Pituitary_fdr	Thyroid_fdr	Fat SQ_amp	Fat Visceral_amp	Aorta_amp	Artery Coronary_amp	Artery Tibial_amp	Colon_amp	Esophagus_amp	Heart Atrial_amp	Liver_amp	Lung_amp	Nerve Tibial_amp	Pituitary_amp	Thyroid_amp	Fat SQ_exp	Fat Visceral_exp	Aorta_exp	Artery Coronary_exp	Artery Tibial_exp	Colon_exp	Esophagus_exp	Heart Atrial_exp	Liver_exp	Lung_exp	Nerve Tibial_exp	Pituitary_exp	Thyroid_exp
0.9945	0.4605	0.6118	0.8250	0.1977	0.6394	0.0843	0.6737	0.9021	0.8966	0.2047	0.9677	0.5395	0.0936	0.1533	0.0591	0.1106	0.1324	0.0918	0.2625	0.1910	0.1749	0.0610	0.0053	0.0764	0.1212	152.8000	108.9000	151.5000	137.5000	139.8000	75.8825	82.1583	62.6100	40.5000	143.7000	177.6000	85.9500	153.8000
0.3000	0.0895	0.8113	0.8937	0.9870	0.7990	0.4090	0.0637	0.9106	0.7962	0.5166	0.0482	0.3352	0.1202	0.1653	0.0210	0.0844	0.0265	0.0767	0.1496	0.1685	0.1248	0.0610	0.0048	0.1406	0.0162	15.6100	11.2600	21.9700	23.7700	26.2600	16.1650	17.4127	12.5300	3.1700	18.2800	37.0500	44.7700	26.2850
0.7906	0.7721	0.4244	0.5255	0.1132	0.3150	0.5999	0.7272	0.9422	0.7421	0.2044	0.3286	0.4121	0.1098	0.0802	0.1010	0.2245	0.2216	0.2354	0.0914	0.1741	0.0622	0.0909	0.1710	0.1223	0.1356	54.7650	53.3900	60.4700	64.0800	65.9300	39.6075	47.1433	21.6500	25.7400	49.9700	71.6200	42.2300	95.8400
0.8930	0.0634	0.6278	0.1669	0.9951	0.9706	0.1063	0.3722	0.9783	0.7860	0.2462	0.3068	0.0186	0.0649	0.2056	0.0265	0.2003	0.0526	0.0268	0.1507	0.2234	0.1289	0.1094	0.1055	0.1711	0.2218	31.5250	30.5300	28.5700	32.9700	28.7100	24.4750	23.6533	16.8200	28.8500	29.3400	32.8950	37.9400	62.9200
0.0500	0.0001	0.9760	0.0091	0.8853	0.1323	0.3295	0.0009	0.5854	0.3540	0.3634	0.1599	0.3086	0.3056	0.4418	0.0891	0.3314	0.1675	0.2309	0.2952	0.3586	0.2992	0.2015	0.1542	0.1613	0.2052	5.5735	5.5940	8.3160	10.2700	8.0250	7.7690	9.9890	18.6400	25.5800	6.9550	9.9460	12.5500	16.4900
0.3920	0.0056	0.3389	0.4775	0.3615	0.8057	0.0887	0.0776	0.7548	0.9905	0.4622	0.1584	0.1637	0.3104	0.3393	0.2413	0.3206	0.2234	0.1637	0.2403	0.2109	0.1406	0.1707	0.1378	0.1448	0.1590	2.8595	1.8250	5.8490	6.1200	9.6570	3.4287	2.1305	0.9451	1.3710	3.4830	3.9910	5.8930	4.5260
0.5928	0.9330	0.5048	0.2133	0.7626	0.3296	0.6956	0.6592	0.9109	0.1775	0.7636	0.6186	0.9763	0.0522	0.0401	0.0823	0.0717	0.0577	0.1532	0.2954	0.1055	0.1721	0.0688	0.0417	0.0449	0.0687	23.4300	21.6200	37.9600	32.2800	39.8000	19.9725	34.8533	10.1300	7.5240	33.0100	26.0650	27.0300	61.2700
0.9693	0.1884	0.9437	0.6590	0.8786	0.9864	0.5863	0.7556	0.6065	0.8791	0.9925	0.8428	0.3949	0.0746	0.1574	0.0620	0.0370	0.0815	0.0993	0.1345	0.1796	0.0956	0.0236	0.0422	0.0499	0.1599	13.2300	9.9830	10.3500	11.2100	13.5400	10.6160	9.9730	4.3950	5.8820	8.2250	13.0850	6.3200	8.6655
0.9306	0.0339	0.6840	0.5755	0.1344	0.0938	0.9161	0.2535	0.9906	0.9094	0.4039	0.8037	0.2566	0.0426	0.2560	0.1163	0.0600	0.2817	0.0780	0.1460	0.1693	0.0798	0.1315	0.0172	0.0577	0.1803	4.5000	4.0900	3.4490	4.2690	3.8060	4.7860	4.0995	1.5900	1.9010	4.5820	6.0120	4.5680	5.2120
0.9939	0.9653	0.7975	0.8465	0.3955	0.9271	0.7161	0.3675	0.9457	0.6845	0.1975	0.8434	0.5202	0.0772	0.0442	0.0661	0.0486	0.0937	0.0385	0.0380	0.1793	0.0998	0.1228	0.1460	0.0601	0.0078	141.5000	144.7000	169.0000	171.6000	186.7000	164.0750	172.5333	216.4000	90.7700	115.7000	135.6000	161.4000	111.3000
0.8114	0.2478	0.6734	0.0647	0.9786	0.5896	0.4557	0.5897	0.3980	0.1732	0.7608	0.5863	0.8168	0.1088	0.2254	0.1085	0.2221	0.1073	0.1324	0.1453	0.1811	0.2292	0.2579	0.0996	0.0099	0.0518	14.9900	14.3100	13.5900	14.1900	12.9600	13.2425	15.1050	6.4520	6.9100	16.5700	21.9750	13.8600	17.8900
0.4163	0.0008	0.0907	0.3920	0.5336	0.5107	0.4873	0.8003	0.7631	0.6417	0.3939	0.9401	0.6145	0.1538	0.3676	0.1912	0.0971	0.1504	0.2116	0.3216	0.2175	0.2080	0.0459	0.1123	0.0983	0.1501	61.9950	51.0800	58.5200	62.1600	56.2000	18.2925	25.9783	21.0600	2.0200	32.0600	50.7200	8.0560	33.4900
0.8752	0.5116	0.4860	0.9573	0.8975	0.7069	0.8164	0.6629	0.6879	0.6288	0.3682	0.3456	0.5342	0.1280	0.1569	0.1550	0.1036	0.0762	0.1583	0.1113	0.2419	0.3743	0.0632	0.1155	0.1296	0.1728	28.6850	29.7400	35.4400	39.2000	40.9600	38.3925	36.2450	12.5000	10.5800	33.3100	110.2000	26.0700	20.0150
0.9940	0.4647	0.8912	0.2623	0.7016	0.6935	0.6339	0.3850	0.7424	0.5447	0.8590	0.6810	0.5643	0.0397	0.1432	0.0886	0.1489	0.0362	0.0672	0.1935	0.1090	0.1440	0.0315	0.0202	0.1130	0.1311	26.6600	22.0300	34.0100	26.8900	22.5400	17.7025	31.5483	16.6100	6.8600	45.1500	22.9100	26.4700	25.4950
0.8914	0.7359	0.8893	0.7386	0.5701	0.9524	0.9134	0.0588	0.2692	0.8417	0.5289	0.8340	0.9531	0.0392	0.0613	0.0457	0.1199	0.1317	0.0511	0.0516	0.1874	0.1559	0.0604	0.0426	0.0750	0.0488	35.5050	29.2800	36.4400	34.2400	46.4700	33.1800	50.5750	14.5200	6.7450	43.4900	35.1200	19.6600	35.3450
0.6886	0.4531	0.8420	0.6717	0.9359	0.6111	0.5586	0.8365	0.7695	0.9889	0.7999	0.7828	0.0707	0.1241	0.1370	0.1477	0.0965	0.1470	0.0291	0.1530	0.1357	0.1908	0.0719	0.0237	0.0382	0.1889	5.1115	4.0160	4.2910	5.2550	4.7730	3.4460	3.7098	2.2970	0.7496	4.8660	6.2205	3.5810	5.3550
0.8040	0.4462	0.2762	0.5172	0.2422	0.7418	0.0600	0.7341	0.1095	0.2800	0.2805	0.5224	0.5273	0.0202	0.1756	0.1718	0.1154	0.1757	0.1093	0.1996	0.1576	0.2606	0.2011	0.1654	0.1116	0.1240	79.9600	72.7000	132.3000	115.4000	104.3000	72.5975	82.8917	102.4000	147.3000	154.7000	83.1550	102.4000	92.5200
0.8090	0.6305	0.0012	0.0003	0.6911	0.0965	0.1014	0.0030	0.1114	0.5458	0.7345	0.0224	0.0516	0.1940	0.1271	0.4495	0.5182	0.1454	0.3939	0.3477	0.4612	0.5118	0.2965	0.1387	0.4770	0.3017	52.1900	52.5300	55.9800	42.0400	68.6300	15.0953	38.5917	51.8100	3.7730	63.3800	44.5950	24.4100	38.6650
0.7882	0.8503	0.9910	0.2884	0.9747	0.2065	0.7797	0.8743	0.7054	0.7883	0.9650	0.7713	0.3444	0.0078	0.0534	0.0456	0.1187	0.0395	0.1308	0.0861	0.1179	0.1326	0.0619	0.0209	0.0206	0.0606	30.2200	27.9500	33.1700	26.8000	22.6900	28.4775	28.2533	16.4600	10.4200	38.6500	37.2350	35.3300	39.0050
0.3995	0.0006	0.0697	0.9308	0.9212	0.5138	0.0007	0.0908	0.1801	0.3414	0.0369	0.4120	0.0715	0.1962	0.3868	0.2045	0.3050	0.1971	0.2317	0.2732	0.2737	0.2865	0.2397	0.2093	0.1452	0.1788	59.0650	45.2100	46.8300	46.2000	28.3300	34.9650	31.6900	30.9600	5.1720	43.8400	169.9000	34.9300	84.4100
0.4221	0.8150	0.8108	0.6696	0.7303	0.5957	0.7228	0.4104	0.1922	0.0139	0.7591	0.7566	0.0456	0.1182	0.1582	0.0945	0.0886	0.1896	0.0372	0.1415	0.1925	0.2847	0.3441	0.0442	0.0611	0.2586	37.2700	28.0900	103.2000	78.9200	136.9000	53.7500	74.5417	25.5500	13.6900	29.4600	67.4250	35.3000	55.4700
0.8662	0.8543	0.7686	0.0651	0.2731	0.5561	0.0214	0.4999	0.3858	0.9913	0.8408	0.9760	0.1148	0.0374	0.0732	0.0598	0.1380	0.0912	0.0964	0.2057	0.2141	0.2063	0.0463	0.0512	0.0412	0.1199	18.0800	17.3500	21.5800	18.8500	21.3000	14.2050	15.2767	7.8640	5.4680	19.0800	19.3600	11.9800	19.2400
0.6758	0.8545	0.0626	0.0000	0.1192	0.9423	0.0500	0.0132	0.2354	0.9854	0.0696	0.1607	0.0706	0.1429	0.2242	0.4638	0.7414	0.4262	0.4846	0.4323	0.5463	0.6578	0.2047	0.2291	0.4495	0.5745	21.7550	54.4600	13.8400	19.4200	9.9940	21.1650	44.2515	19.1800	8.4740	32.9400	38.8850	32.0300	24.3100
0.9626	0.1001	0.4350	0.6048	0.1479	0.6370	0.8964	0.8245	0.7801	0.9199	0.8310	0.1241	0.5108	0.0775	0.1515	0.1284	0.1254	0.1432	0.1361	0.1057	0.1761	0.1555	0.0412	0.0600	0.1484	0.1050	36.7900	28.1100	34.9700	32.8600	41.5200	29.1550	32.2417	12.2200	7.9890	29.7000	47.6150	28.4300	33.7950
0.9325	0.4680	0.2097	0.6227	0.8069	0.8683	0.9707	0.4270	0.4786	0.0381	0.2036	0.7771	0.6856	0.0811	0.1177	0.1061	0.0346	0.0579	0.1221	0.0931	0.1534	0.2216	0.2568	0.1021	0.2341	0.0912	79.1550	63.0300	46.4700	45.3800	35.6800	91.3850	87.8083	18.5800	16.8300	48.8900	66.4300	83.0100	170.9000
0.9989	0.2553	0.7249	0.2242	0.6616	0.8581	0.3775	0.5390	0.8978	0.7144	0.2114	0.4322	0.7009	0.0873	0.1811	0.0781	0.1627	0.0655	0.0743	0.1904	0.1548	0.1164	0.0865	0.1087	0.1030	0.0743	8.3670	6.5240	8.6200	8.6390	8.6860	7.0370	6.4805	3.8570	2.6770	8.0850	12.7750	12.7800	14.4700
0.4607	0.8181	0.9820	0.7946	0.0630	0.9291	0.2753	0.5554	0.8670	0.6448	0.9909	0.6200	0.0802	0.1064	0.0406	0.0374	0.0228	0.1572	0.0646	0.1107	0.1229	0.1118	0.0259	0.0433	0.0814	0.0304	36.4250	28.1500	27.6000	27.9000	36.2200	21.7650	23.2167	10.6800	8.2990	24.0100	29.9600	23.0100	27.2800
0.9292	0.8372	0.7651	0.7609	0.7638	0.5979	0.0486	0.9060	0.9575	0.9758	0.9940	0.8920	0.5048	0.2191	0.2546	0.6297	1.1824	0.1983	0.1951	0.0511	0.3925	0.1832	0.1409	0.2418	0.1929	0.3828	92.6150	78.4400	4.4750	9.3740	4.3810	3.7085	3.4575	3.0890	34.4700	3.5400	9.0570	2.6030	10.4600
0.0846	0.5549	0.9053	0.6143	0.9361	0.9972	0.9198	0.2605	0.8155	0.6495	0.2773	0.9916	0.8281	0.2515	0.0938	0.2064	0.2262	0.2010	0.0939	0.2392	0.2335	0.1697	0.2350	0.1617	0.2287	0.0973	26.9100	32.1900	6.2340	11.2800	5.0470	44.3655	7.4578	5.3230	44.2300	44.8300	11.7950	3.3550	13.3250
0.8535	0.0274	0.5684	0.4817	0.4791	0.3505	0.3607	0.5332	0.4943	0.9592	0.2460	0.8563	0.0236	0.0632	0.1829	0.0673	0.1177	0.1070	0.0777	0.1125	0.1641	0.1126	0.0551	0.1272	0.0945	0.1773	39.0300	32.6500	35.6100	35.6200	33.6000	33.9825	31.7167	15.2500	16.7400	42.2900	53.6000	30.7100	53.1400
0.6527	0.8231	0.8699	0.4664	0.8912	0.8293	0.5701	0.5362	0.8466	0.9427	0.9766	0.8751	0.5212	0.0755	0.0014	0.0437	0.1138	0.0455	0.1249	0.0850	0.1120	0.1342	0.0350	0.0320	0.0735	0.1201	6.6945	5.5240	5.3170	5.2160	5.5230	4.2043	4.8347	2.4090	1.6610	6.6640	6.0880	3.6130	6.1600
0.9124	0.0374	0.2991	0.6173	0.8806	0.7401	0.5830	0.4743	0.7081	0.9675	0.5881	0.8282	0.0457	0.0371	0.2176	0.1438	0.0552	0.0883	0.0102	0.1922	0.1786	0.0319	0.0858	0.0233	0.1019	0.2123	5.5400	3.9640	5.9130	6.2290	7.4500	6.4023	6.7040	3.3030	0.9866	5.9430	8.5890	6.5720	6.1800
0.7961	0.1903	0.0626	0.0004	0.7330	0.9751	0.0005	0.1075	0.4580	0.1765	0.9961	0.8982	0.1591	0.0319	0.1587	0.1652	0.2455	0.1199	0.0593	0.2603	0.2245	0.2141	0.1665	0.0251	0.1872	0.1230	42.5400	27.4800	36.9300	31.5500	47.1500	26.7200	15.6267	8.2210	12.5300	23.9600	30.5800	14.7600	24.9600
0.6514	0.5482	0.7843	0.4647	0.7942	0.8408	0.8593	0.8110	0.5683	0.8199	0.8362	0.9017	0.0405	0.1229	0.1958	0.0803	0.1982	0.0377	0.0530	0.1541	0.1072	0.1822	0.0472	0.0424	0.1890	0.3347	27.2000	26.1100	15.8100	19.1700	15.2200	28.7675	14.4983	6.2620	10.5500	31.9700	23.8250	9.2490	16.5600
0.9963	0.0533	0.0428	0.0001	0.6016	0.3057	0.6587	0.1199	0.9765	0.9253	0.5900	0.0347	0.6247	0.0750	0.2633	0.3383	0.4170	0.1705	0.1874	0.1343	0.3388	0.0432	0.0532	0.1113	0.2157	0.1270	2.6640	2.6560	3.3580	3.6540	2.9150	4.3282	4.5208	2.1950	3.6760	4.8730	3.8900	5.7850	4.7060
0.3663	0.0097	0.2768	0.0526	0.3691	0.9879	0.2426	0.1474	0.5146	0.5997	0.3479	0.8849	0.8193	0.1534	0.2593	0.1762	0.2251	0.1671	0.0631	0.1562	0.2248	0.1866	0.1865	0.1561	0.0869	0.0909	8.9020	7.2830	7.4810	8.1350	8.2910	7.0393	7.4487	8.9240	3.2990	10.0500	10.6300	6.3230	10.2250
0.3781	0.0002	0.4952	0.0692	0.1517	0.7418	0.2463	0.0693	0.0322	0.1825	0.0225	0.7878	0.0859	0.1100	0.3405	0.1027	0.1709	0.1963	0.1271	0.1876	0.2254	0.2006	0.2227	0.1739	0.0503	0.1354	7.6235	6.6990	7.6450	7.9840	7.4220	7.3715	8.0032	4.6160	2.5010	11.4300	7.9370	11.9900	12.3450
0.5475	0.0139	0.5157	0.8262	0.9061	0.7538	0.9928	0.2144	0.4569	0.9651	0.9133	0.6205	0.9512	0.2571	0.4629	0.2586	0.3759	0.0588	0.3175	0.0642	0.3597	0.1992	0.1097	0.1262	0.3580	0.1147	10.2900	7.9700	7.1810	9.9570	6.9890	13.1107	13.2650	2.8390	0.7016	8.3200	135.4000	3.5310	128.0000
0.8383	0.9353	0.9389	0.1240	0.4437	0.7306	0.8188	0.1135	0.0005	0.2827	0.9016	0.8655	0.4338	0.1400	0.0356	0.0581	0.3562	0.3364	0.1921	0.0478	0.2100	0.3379	0.1693	0.0541	0.0825	0.1822	101.7500	71.0000	28.3700	38.7700	21.3800	35.5825	108.0100	129.8000	14.2400	60.1200	90.2400	34.4300	119.5000
0.9355	0.2149	0.8261	0.6096	0.1149	0.6468	0.0464	0.7884	0.8825	0.5861	0.5623	0.9894	0.6237	0.0711	0.1771	0.0756	0.0739	0.1593	0.0981	0.2151	0.1051	0.0755	0.1503	0.0904	0.0383	0.1202	27.8050	19.7700	27.1200	25.4600	24.6900	15.6325	18.2223	9.4150	11.0400	22.8700	26.6650	14.0300	25.3100
0.7801	0.0026	0.8336	0.6034	0.6957	0.7602	0.8808	0.0999	0.9919	0.9552	0.2898	0.0443	0.1452	0.0939	0.3087	0.1104	0.1419	0.1048	0.1216	0.0561	0.3170	0.0900	0.1256	0.1306	0.2314	0.1035	8.4200	7.8520	8.2970	9.0210	7.8720	7.5570	7.4907	4.8790	4.7040	6.3010	9.4210	10.0900	11.1350
0.8051	0.4392	0.7504	0.8375	0.4640	0.5317	0.0831	0.5007	0.7296	0.0642	0.8343	0.1253	0.6294	0.0646	0.2651	0.2557	0.2482	0.3690	0.2144	0.5230	0.2878	0.0747	0.4334	0.0837	0.4093	0.2769	18.7500	15.8100	5.8650	9.5200	5.4350	21.5765	14.0700	3.8520	7.7670	4.7370	40.3450	4.3680	5.5750
0.9877	0.0991	0.4865	0.7512	0.0698	0.9829	0.0373	0.0686	0.2972	0.5579	0.2911	0.9614	0.5867	0.1083	0.2514	0.1680	0.3026	0.2817	0.1395	0.4890	0.2889	0.2175	0.1247	0.1610	0.1338	0.2350	21.1200	22.9000	11.4000	14.4300	10.4100	12.6925	14.3733	7.4250	0.8655	4.9300	168.4500	13.1200	18.8450
0.9945	0.1875	0.9582	0.8928	0.2194	0.8042	0.4274	0.9046	0.9604	0.6910	0.2683	0.8579	0.6324	0.0774	0.2212	0.0639	0.1541	0.1166	0.1192	0.1334	0.1531	0.0860	0.0138	0.1537	0.0685	0.1125	10.6550	8.5360	13.5500	9.3260	7.3030	8.4775	8.1593	4.2820	16.3900	21.3700	14.1950	54.7000	30.2800
0.4591	0.1031	0.9350	0.7318	0.7598	0.9466	0.0339	0.0975	0.6520	0.6124	0.6721	0.8220	0.8992	0.2050	0.1974	0.0269	0.0943	0.1386	0.0595	0.2531	0.1619	0.0518	0.1592	0.1190	0.0722	0.0842	8.8270	6.2700	7.6120	7.4150	8.5300	8.1430	9.8803	2.7300	5.9070	14.3900	9.2965	5.3130	5.0065
0.7641	0.7252	0.9178	0.6950	0.8131	0.8015	0.7840	0.9844	0.9777	0.9102	0.9433	0.1685	0.3992	0.0386	0.1193	0.0640	0.1136	0.1331	0.1218	0.1128	0.1681	0.1799	0.0810	0.0302	0.1205	0.0456	12.5950	10.6000	13.4500	11.6300	17.5500	10.6875	11.4217	5.1620	8.3920	12.6200	17.8950	9.3370	11.4800
0.9446	0.0222	0.5855	0.0439	0.1531	0.4148	0.2157	0.1787	0.8913	0.4733	0.1383	0.8541	0.4209	0.1033	0.2289	0.0975	0.1604	0.1645	0.0739	0.1688	0.2156	0.0926	0.1247	0.1396	0.1030	0.1078	15.5650	11.8100	16.6900	19.1400	23.8500	13.3600	12.8937	6.0070	2.9910	14.9900	20.7700	9.4910	18.3850
0.7002	0.0181	0.5861	0.0307	0.7598	0.9313	0.4376	0.2619	0.6941	0.2913	0.6192	0.7093	0.0270	0.0567	0.1711	0.0927	0.1810	0.0778	0.0324	0.1317	0.1857	0.1337	0.1213	0.0811	0.1032	0.1491	16.5600	11.3800	14.4500	14.4500	18.4800	12.3362	12.0163	6.9770	3.8390	12.3300	17.4900	10.7400	14.0500
0.8517	0.6233	0.9573	0.1335	0.1764	0.5872	0.3396	0.3434	0.5438	0.1215	0.1285	0.8695	0.1063	0.0834	0.1043	0.0443	0.1716	0.1452	0.1162	0.0838	0.1638	0.1596	0.1876	0.1444	0.0482	0.1079	20.4600	16.9300	17.6600	15.7500	14.3500	17.2175	18.2067	8.9700	7.2260	24.2100	26.1050	15.6000	17.2700
0.7310	0.6933	0.4150	0.7919	0.0737	0.7303	0.3918	0.8613	0.4292	0.8999	0.7897	0.2494	0.7564	0.6236	0.3875	0.1989	0.1322	0.1134	0.1682	0.1086	0.0307	0.2054	0.0967	0.1134	0.1109	0.1843	6.7645	4.8580	5.5610	3.8970	3.9240	4.7068	5.6937	2.1330	1.2840	3.8480	5.6920	4.2670	7.4655
0.8438	0.0396	0.8476	0.7867	0.0770	0.2600	0.0598	0.9756	0.8393	0.8228	0.4365	0.4619	0.2891	0.1007	0.2133	0.1054	0.1144	0.1597	0.2643	0.2439	0.0623	0.2083	0.0474	0.0675	0.0225	0.0370	106.7000	95.6500	90.5600	89.3100	124.0000	90.5025	99.4700	45.5800	26.7100	92.5800	100.5500	49.0300	91.6950
0.8191	0.0292	0.0074	0.0560	0.6007	0.5339	0.5286	0.0040	0.1027	0.9526	0.0324	0.7467	0.1354	0.0828	0.2202	0.1704	0.1096	0.1021	0.1354	0.1038	0.2648	0.2075	0.0479	0.1127	0.1735	0.2118	7.6925	6.3270	4.3830	5.3180	4.0620	5.7097	5.6552	2.9110	3.9050	6.2370	8.0385	4.6930	7.5365
0.9014	0.2178	0.9967	0.4580	0.9495	0.5699	0.3115	0.0606	0.9604	0.1905	0.3319	0.4832	0.4595	0.0547	0.1425	0.0679	0.1831	0.0686	0.1616	0.0446	0.1976	0.0250	0.2182	0.0019	0.1243	0.1466	19.4050	19.4900	14.8900	18.6100	16.8800	29.7925	23.5867	21.6300	21.4600	15.2200	21.3900	37.1200	46.5050
0.5118	0.6942	0.5431	0.1980	0.5110	0.2522	0.8163	0.2169	0.9086	0.8518	0.7585	0.9317	0.7226	0.1088	0.0724	0.0794	0.1366	0.0107	0.1115	0.1196	0.1749	0.1351	0.1296	0.0570	0.0862	0.0668	75.4500	81.6700	78.1900	83.8300	87.8600	81.3150	80.0867	65.9300	103.8000	58.0500	59.5350	58.3300	103.1500
0.9597	0.2780	0.8282	0.2188	0.4609	0.9798	0.2987	0.2391	0.9888	0.9600	0.9078	0.7559	0.0961	0.1027	0.1817	0.0306	0.1409	0.1849	0.0708	0.3827	0.1948	0.2331	0.1140	0.0225	0.2542	0.1892	67.1150	47.4500	127.4000	88.8800	96.7700	36.0100	38.2467	38.5900	8.0330	125.1000	65.8050	22.6000	41.8800
0.1269	0.2345	0.9963	0.5340	0.8338	0.0276	0.4710	0.8345	0.9260	0.9067	0.6478	0.9146	0.4140	0.2258	0.2483	0.0416	0.0717	0.1638	0.2440	0.0894	0.3007	0.1342	0.0752	0.0978	0.0772	0.3537	20.2050	21.2000	37.1800	24.5600	15.6300	76.7275	32.9083	6.1070	1.3530	29.3300	30.0500	13.7400	37.9350
0.9642	0.2365	0.1887	0.2155	0.8781	0.9892	0.5206	0.8536	0.5740	0.7350	0.3490	0.9098	0.7216	0.0553	0.1433	0.0947	0.2156	0.0500	0.1220	0.1478	0.1157	0.1409	0.0611	0.0837	0.0601	0.1898	47.6550	42.2900	45.9800	44.1800	43.1500	48.6975	45.9217	20.6500	18.5000	57.2900	57.0750	47.9200	70.4400
0.7479	0.0242	0.2620	0.1316	0.0379	0.4858	0.8799	0.1853	0.0000	0.7247	0.1627	0.9207	0.6183	0.1092	0.7211	0.3806	0.3818	0.2638	0.3479	0.1204	0.3512	0.6823	0.4386	0.2213	0.5014	0.3522	69.1350	91.8600	139.8000	99.2800	104.7000	84.0700	104.3917	102.3000	18.1000	89.5100	68.9500	48.7700	57.6450
0.7580	0.0078	0.5931	0.0364	0.9601	0.8711	0.0464	0.3709	0.9030	0.9995	0.6719	0.9159	0.1694	0.0714	0.2193	0.0063	0.1745	0.0507	0.0639	0.1760	0.1750	0.1829	0.0589	0.0897	0.0966	0.1509	12.3750	8.7710	17.0600	14.6500	15.1600	13.0598	11.6333	3.1710	1.1840	10.8000	36.9950	60.4100	11.2750
0.9018	0.5754	0.4293	0.9546	0.4255	0.3618	0.4175	0.9902	0.8553	0.6985	0.0534	0.4902	0.4430	0.0618	0.1384	0.1213	0.1424	0.1285	0.1759	0.1836	0.1661	0.1869	0.1061	0.0956	0.0055	0.0919	31.5000	28.5400	26.2400	26.6900	33.5200	22.9250	24.6583	10.1200	6.8300	30.0800	34.5200	13.1200	23.9550
0.6614	0.4325	0.9490	0.8702	0.8131	0.6484	0.4720	0.8181	0.2345	0.9831	0.8736	0.4417	0.9912	0.0069	0.0738	0.0744	0.0721	0.0811	0.1851	0.1052	0.1308	0.1286	0.0690	0.0576	0.0584	0.0773	20.3150	17.0200	17.8600	18.7700	20.2800	17.7275	17.4467	8.3200	7.9390	19.6500	22.4200	16.1100	22.5000
0.9664	0.0681	0.1964	0.6864	0.2556	0.4927	0.4127	0.4726	0.7897	0.7933	0.0205	0.5857	0.5829	0.0668	0.1868	0.1144	0.0937	0.1089	0.0515	0.1182	0.1646	0.1214	0.0701	0.1311	0.1103	0.1052	22.3600	17.2500	20.2500	20.4200	19.2200	17.5725	18.1533	6.5950	8.4960	21.6400	27.7600	17.7400	29.4750
0.9591	0.1390	0.9368	0.8885	0.4752	0.9502	0.6887	0.0806	0.8344	0.3417	0.8791	0.7598	0.4521	0.0580	0.1587	0.0598	0.0903	0.0708	0.0549	0.0985	0.2271	0.1154	0.1043	0.0345	0.1040	0.0761	15.4300	11.8100	12.6400	13.1300	16.2300	15.0925	13.1117	10.4900	6.3720	12.4600	14.5150	10.7000	15.9850
0.6671	0.0213	0.0806	0.7305	0.6150	0.8457	0.4495	0.0066	0.4690	0.1760	0.0746	0.2279	0.7553	0.1074	0.2149	0.1353	0.0906	0.0802	0.0629	0.1747	0.2113	0.1256	0.1556	0.1135	0.1441	0.1441	37.5800	26.7400	32.5900	32.7400	34.3600	40.3425	37.0883	13.6700	14.4600	31.6200	38.7000	20.6500	43.4500
0.4687	0.3269	0.3687	0.9476	0.7163	0.6975	0.7422	0.1058	0.1246	0.8258	0.0567	0.9835	0.5744	0.0707	0.0758	0.1675	0.2049	0.1068	0.1066	0.0493	0.2404	0.1404	0.2521	0.1682	0.0611	0.1726	9.9775	8.0990	24.7700	17.6500	20.1900	28.4700	28.9333	40.5500	2.7070	29.1300	9.5340	25.9300	28.3250
0.6260	0.0239	0.7911	0.0002	0.4182	0.1973	0.0076	0.4656	0.8442	0.8616	0.0158	0.4406	0.0579	0.0845	0.2480	0.0788	0.2734	0.0857	0.1969	0.2465	0.1563	0.1757	0.1324	0.2147	0.0483	0.1642	21.7200	18.1700	21.5500	22.0200	22.1800	21.5625	27.4817	10.4100	14.1700	30.3100	31.0400	30.4300	25.0800
0.6399	0.0445	0.8129	0.1663	0.6770	0.3806	0.0427	0.9325	0.7677	0.6505	0.9827	0.8420	0.3956	0.1542	0.3580	0.1047	0.2612	0.1825	0.1725	0.5386	0.1713	0.2736	0.1139	0.0404	0.1016	0.1827	301.3500	250.4000	799.2000	415.3000	415.9000	136.9475	108.7900	54.0500	88.6300	90.7600	269.5500	233.0000	110.8000
0.8049	0.0117	0.2322	0.2835	0.5626	0.2593	0.4105	0.1757	0.8703	0.9366	0.4086	0.0065	0.2072	0.0648	0.2694	0.1478	0.0535	0.1182	0.0678	0.1653	0.1796	0.0845	0.1040	0.0772	0.1844	0.1642	7.1535	6.4370	6.7700	7.3640	6.4740	5.8027	5.9253	3.0810	3.0220	6.7070	10.2050	10.2600	8.6810
0.9437	0.0313	0.8323	0.0748	0.1448	0.4041	0.0001	0.2214	0.0501	0.6079	0.4644	0.9100	0.2663	0.0648	0.2134	0.0821	0.2028	0.1713	0.1031	0.3045	0.2106	0.1985	0.1828	0.1153	0.0960	0.1229	15.6850	12.8400	14.4300	15.3400	14.6900	12.4000	12.4600	6.0880	8.5710	17.4200	25.6050	20.2100	20.2950
