cumulative_attempts	attempts	complete	unchanged	same_edge	self_loop	duplicate	undirected_duplicate	excluded	metaedge	abbrev	permutation
1560	390	0.40026	0.092308	0.0076923	0	0.13077	0	0	Compound - palliates - Disease	CpD	136
1950	390	0.50026	0.094872	0	0.0025641	0.17179	0	0	Compound - palliates - Disease	CpD	136
2340	390	0.60026	0.10769	0	0.0025641	0.15385	0	0	Compound - palliates - Disease	CpD	136
2730	390	0.70026	0.12564	0.0025641	0.0025641	0.15385	0	0	Compound - palliates - Disease	CpD	136
3120	390	0.80026	0.11026	0.0051282	0	0.15128	0	0	Compound - palliates - Disease	CpD	136
3510	390	0.90026	0.10513	0.0025641	0	0.18462	0	0	Compound - palliates - Disease	CpD	136
3899	389	1	0.094872	0	0	0.16452	0	0	Compound - palliates - Disease	CpD	136
755	756	0.10013	0.27152	0.0013228	0	0.20899	0	0	Compound - treats - Disease	CtD	136
1510	755	0.20013	0.15497	0.0013245	0.0013245	0.21192	0	0	Compound - treats - Disease	CtD	136
2265	755	0.30013	0.13775	0	0.0013245	0.23046	0	0	Compound - treats - Disease	CtD	136
3020	755	0.40013	0.12848	0.0039735	0.0013245	0.19868	0	0	Compound - treats - Disease	CtD	136
3775	755	0.50013	0.11258	0	0.002649	0.19073	0	0	Compound - treats - Disease	CtD	136
4530	755	0.60013	0.13775	0.0039735	0	0.2106	0	0	Compound - treats - Disease	CtD	136
5285	755	0.70013	0.13245	0.002649	0	0.21987	0.002649	0	Compound - treats - Disease	CtD	136
6040	755	0.80013	0.12583	0.002649	0	0.19868	0	0	Compound - treats - Disease	CtD	136
6795	755	0.90013	0.13113	0	0.002649	0.18808	0.0013245	0	Compound - treats - Disease	CtD	136
7549	754	1	0.12185	0.0026525	0.0013263	0.21883	0	0	Compound - treats - Disease	CtD	136
11571	11572	0.10001	0.26489	8.6415e-05	0.00060491	0.2099	0.0019876	0	Compound - binds - Gene	CbG	136
23142	11571	0.20001	0.1305	0.00017285	0.0011235	0.21027	0.0026791	0	Compound - binds - Gene	CbG	136
34713	11571	0.30001	0.11019	0.00025927	0.00043211	0.21744	0.0019013	0	Compound - binds - Gene	CbG	136
46284	11571	0.40001	0.10777	8.6423e-05	0.00051854	0.20871	0.002247	0	Compound - binds - Gene	CbG	136
57855	11571	0.50001	0.10492	0	0.00060496	0.21701	0.001642	0	Compound - binds - Gene	CbG	136
69426	11571	0.60001	0.11347	8.6423e-05	0.0011235	0.20197	0.0025063	0	Compound - binds - Gene	CbG	136
80997	11571	0.70001	0.10708	8.6423e-05	0.00086423	0.20811	0.0015556	0	Compound - binds - Gene	CbG	136
92568	11571	0.80001	0.11053	0	0.00077781	0.20871	0.0029384	0	Compound - binds - Gene	CbG	136
104139	11571	0.90001	0.10751	8.6423e-05	0.0015556	0.20353	0.0023334	0	Compound - binds - Gene	CbG	136
115709	11570	1	0.10535	8.643e-05	0.00060501	0.20951	0.0017286	0	Compound - binds - Gene	CbG	136
21102	21103	0.1	0.35835	4.7387e-05	9.4773e-05	0.35469	0.00018955	0	Compound - downregulates - Gene	CdG	136
42204	21102	0.2	0.22311	4.7389e-05	0.00014217	0.35068	0.00014217	0	Compound - downregulates - Gene	CdG	136
63306	21102	0.3	0.19349	4.7389e-05	0.00018956	0.34911	0.00018956	0	Compound - downregulates - Gene	CdG	136
84408	21102	0.4	0.18922	0.00018956	0	0.36333	9.4778e-05	0	Compound - downregulates - Gene	CdG	136
105510	21102	0.5	0.18467	4.7389e-05	4.7389e-05	0.35215	0.00023694	0	Compound - downregulates - Gene	CdG	136
126612	21102	0.6	0.1906	9.4778e-05	4.7389e-05	0.35381	0.00018956	0	Compound - downregulates - Gene	CdG	136
147714	21102	0.7	0.18477	4.7389e-05	0.00014217	0.35641	9.4778e-05	0	Compound - downregulates - Gene	CdG	136
168816	21102	0.8	0.18482	0	4.7389e-05	0.35262	0	0	Compound - downregulates - Gene	CdG	136
189918	21102	0.9	0.18638	0	9.4778e-05	0.35712	0	0	Compound - downregulates - Gene	CdG	136
211019	21101	1	0.1878	0	9.4782e-05	0.3533	9.4782e-05	0	Compound - downregulates - Gene	CdG	136
18756	18757	0.10001	0.31633	0	0.00037319	0.29093	0.00026657	0	Compound - upregulates - Gene	CuG	136
37512	18756	0.20001	0.18735	0.00010663	0.00021327	0.29148	0.0003199	0	Compound - upregulates - Gene	CuG	136
56268	18756	0.30001	0.16251	0	0.0003199	0.2894	0.00015995	0	Compound - upregulates - Gene	CuG	136
75024	18756	0.40001	0.15547	5.3316e-05	0.00015995	0.28668	0.00015995	0	Compound - upregulates - Gene	CuG	136
93780	18756	0.50001	0.15222	0	0.0003199	0.29079	0.00010663	0	Compound - upregulates - Gene	CuG	136
112536	18756	0.60001	0.15232	5.3316e-05	0.00026658	0.29607	0.00037321	0	Compound - upregulates - Gene	CuG	136
131292	18756	0.70001	0.15494	5.3316e-05	0.0003199	0.28689	0.00047985	0	Compound - upregulates - Gene	CuG	136
150048	18756	0.80001	0.1519	0.00010663	0.00026658	0.29772	0.00053316	0	Compound - upregulates - Gene	CuG	136
168804	18756	0.90001	0.14971	0	0.00015995	0.28993	0.00047985	0	Compound - upregulates - Gene	CuG	136
187559	18755	1	0.152	5.3319e-05	0.00010664	0.29176	0.0002666	0	Compound - upregulates - Gene	CuG	136
138944	138945	0.1	0.55039	1.4394e-05	0.00060456	0.59391	0.017993	0	Compound - causes - Side Effect	CcSE	136
277888	138944	0.2	0.41083	7.1971e-06	0.00047501	0.59755	0.018058	0	Compound - causes - Side Effect	CcSE	136
416832	138944	0.3	0.36361	0	0.00053259	0.59586	0.017604	0	Compound - causes - Side Effect	CcSE	136
555776	138944	0.4	0.34806	0	0.00060456	0.59673	0.018554	0	Compound - causes - Side Effect	CcSE	136
694720	138944	0.5	0.34137	7.1971e-06	0.00046062	0.59656	0.01777	0	Compound - causes - Side Effect	CcSE	136
833664	138944	0.6	0.33817	1.4394e-05	0.000511	0.59335	0.018194	0	Compound - causes - Side Effect	CcSE	136
972608	138944	0.7	0.33835	1.4394e-05	0.00054698	0.59636	0.018259	0	Compound - causes - Side Effect	CcSE	136
1111552	138944	0.8	0.33755	1.4394e-05	0.00041743	0.59423	0.017136	0	Compound - causes - Side Effect	CcSE	136
1250496	138944	0.9	0.33762	0	0.0004966	0.59679	0.017489	0	Compound - causes - Side Effect	CcSE	136
1389439	138943	1	0.33544	0	0.00047501	0.59392	0.017878	0	Compound - causes - Side Effect	CcSE	136
3602	3603	0.10003	0.29511	0.00027755	0.0038857	0.23619	0.04635	0	Disease - localizes - Anatomy	DlA	136
7204	3602	0.20003	0.16657	0.00055525	0.0027762	0.23737	0.043032	0	Disease - localizes - Anatomy	DlA	136
10806	3602	0.30003	0.15103	0.00083287	0.0041644	0.24875	0.036646	0	Disease - localizes - Anatomy	DlA	136
14408	3602	0.40003	0.13604	0	0.0061077	0.2407	0.039978	0	Disease - localizes - Anatomy	DlA	136
18010	3602	0.50003	0.13659	0.00055525	0.002221	0.25125	0.049695	0	Disease - localizes - Anatomy	DlA	136
21612	3602	0.60003	0.13493	0.00055525	0.006663	0.23903	0.043032	0	Disease - localizes - Anatomy	DlA	136
25214	3602	0.70003	0.13853	0.00055525	0.0033315	0.23709	0.044142	0	Disease - localizes - Anatomy	DlA	136
28816	3602	0.80003	0.13687	0.00055525	0.006663	0.24958	0.043587	0	Disease - localizes - Anatomy	DlA	136
32418	3602	0.90003	0.13132	0.00055525	0.0049972	0.24153	0.042476	0	Disease - localizes - Anatomy	DlA	136
36019	3601	1	0.13437	0.0005554	0.005554	0.24132	0.0411	0	Disease - localizes - Anatomy	DlA	136
1086	1087	0.10009	0.45212	0.00091996	0.018399	0.26403	0.24931	0	Disease - resembles - Disease	DrD	136
2172	1086	0.20009	0.24586	0.00092081	0.022099	0.22836	0.26796	0	Disease - resembles - Disease	DrD	136
3258	1086	0.30009	0.18969	0.00092081	0.019337	0.2477	0.26243	0	Disease - resembles - Disease	DrD	136
4344	1086	0.40009	0.15285	0.0018416	0.026703	0.23941	0.23757	0	Disease - resembles - Disease	DrD	136
5430	1086	0.50009	0.17127	0.00092081	0.02302	0.28361	0.24309	0	Disease - resembles - Disease	DrD	136
6516	1086	0.60009	0.1593	0	0.016575	0.23573	0.23941	0	Disease - resembles - Disease	DrD	136
7602	1086	0.70009	0.16298	0	0.022099	0.26059	0.26335	0	Disease - resembles - Disease	DrD	136
8688	1086	0.80009	0.16206	0	0.032228	0.22744	0.25599	0	Disease - resembles - Disease	DrD	136
9774	1086	0.90009	0.15285	0.00092081	0.016575	0.24678	0.28085	0	Disease - resembles - Disease	DrD	136
10859	1085	1	0.14549	0	0.026728	0.24332	0.24977	0	Disease - resembles - Disease	DrD	136
12623	12624	0.10001	0.26412	7.9214e-05	0.00023764	0.21071	0.00031686	0	Disease - associates - Gene	DaG	136
25246	12623	0.20001	0.13911	0.00023766	0.00023766	0.21374	0.00031688	0	Disease - associates - Gene	DaG	136
37869	12623	0.30001	0.1136	0.00015844	0.00015844	0.21477	0.0003961	0	Disease - associates - Gene	DaG	136
50492	12623	0.40001	0.1102	7.922e-05	0.00031688	0.20922	0.0003961	0	Disease - associates - Gene	DaG	136
63115	12623	0.50001	0.10861	0	0.00023766	0.21207	0.00063376	0	Disease - associates - Gene	DaG	136
75738	12623	0.60001	0.10964	0.00015844	7.922e-05	0.21144	0.00047532	0	Disease - associates - Gene	DaG	136
88361	12623	0.70001	0.11471	7.922e-05	0.00015844	0.20993	0.00063376	0	Disease - associates - Gene	DaG	136
100984	12623	0.80001	0.10925	0.00015844	0.00031688	0.20851	0.00055454	0	Disease - associates - Gene	DaG	136
113607	12623	0.90001	0.11408	7.922e-05	0.00015844	0.21326	0.00031688	0	Disease - associates - Gene	DaG	136
126229	12622	1	0.11511	7.9227e-05	0.00063381	0.20543	0.00055459	0	Disease - associates - Gene	DaG	136
7623	7624	0.10001	0.18129	0.00013116	0	0.065058	0	0	Disease - downregulates - Gene	DdG	136
15246	7623	0.20001	0.067034	0	0.00026236	0.071363	0	0	Disease - downregulates - Gene	DdG	136
22869	7623	0.30001	0.053129	0.00026236	0.00013118	0.066116	0.00013118	0	Disease - downregulates - Gene	DdG	136
30492	7623	0.40001	0.056277	0.00013118	0.00026236	0.067559	0	0	Disease - downregulates - Gene	DdG	136
38115	7623	0.50001	0.045914	0	0.00039355	0.072806	0.00013118	0	Disease - downregulates - Gene	DdG	136
45738	7623	0.60001	0.048144	0.00065591	0	0.072806	0	0	Disease - downregulates - Gene	DdG	136
53361	7623	0.70001	0.0488	0	0.00013118	0.068346	0	0	Disease - downregulates - Gene	DdG	136
60984	7623	0.80001	0.048275	0.00013118	0	0.068608	0	0	Disease - downregulates - Gene	DdG	136
68607	7623	0.90001	0.051686	0.00026236	0	0.069789	0	0	Disease - downregulates - Gene	DdG	136
76229	7622	1	0.050243	0.0001312	0.0001312	0.072291	0	0	Disease - downregulates - Gene	DdG	136
7731	7732	0.10001	0.18471	0	0.00051733	0.077212	0.00012933	0	Disease - upregulates - Gene	DuG	136
15462	7731	0.20001	0.069461	0	0.0002587	0.07761	0	0	Disease - upregulates - Gene	DuG	136
23193	7731	0.30001	0.057949	0.0002587	0.00012935	0.079162	0.00012935	0	Disease - upregulates - Gene	DuG	136
30924	7731	0.40001	0.050964	0.00012935	0.0005174	0.070754	0	0	Disease - upregulates - Gene	DuG	136
38655	7731	0.50001	0.053292	0.00012935	0.0002587	0.080973	0.00012935	0	Disease - upregulates - Gene	DuG	136
46386	7731	0.60001	0.051222	0.00038805	0.00038805	0.080326	0.00012935	0	Disease - upregulates - Gene	DuG	136
54117	7731	0.70001	0.054456	0	0.00012935	0.073729	0.00012935	0	Disease - upregulates - Gene	DuG	136
61848	7731	0.80001	0.051352	0	0.00012935	0.077222	0.00012935	0	Disease - upregulates - Gene	DuG	136
69579	7731	0.90001	0.057043	0.0002587	0.00012935	0.077998	0.00012935	0	Disease - upregulates - Gene	DuG	136
77309	7730	1	0.050576	0.00012937	0.00025873	0.076067	0.00012937	0	Disease - upregulates - Gene	DuG	136
3357	3358	0.10003	0.35299	0	0.0059559	0.29422	0.052412	0	Disease - presents - Symptom	DpS	136
6714	3357	0.20003	0.19839	0.00059577	0.0056598	0.30146	0.047662	0	Disease - presents - Symptom	DpS	136
10071	3357	0.30003	0.16652	0.0011915	0.0056598	0.3101	0.053024	0	Disease - presents - Symptom	DpS	136
13428	3357	0.40003	0.16086	0	0.0047662	0.28418	0.048555	0	Disease - presents - Symptom	DpS	136
16785	3357	0.50003	0.16711	0.00059577	0.0041704	0.2955	0.050045	0	Disease - presents - Symptom	DpS	136
20142	3357	0.60003	0.1695	0.00029789	0.0035746	0.28716	0.051832	0	Disease - presents - Symptom	DpS	136
23499	3357	0.70003	0.16265	0.00089366	0.0071492	0.30712	0.048257	0	Disease - presents - Symptom	DpS	136
26856	3357	0.80003	0.17009	0.00029789	0.0038725	0.30027	0.045874	0	Disease - presents - Symptom	DpS	136
30213	3357	0.90003	0.17277	0.00029789	0.0038725	0.28865	0.047662	0	Disease - presents - Symptom	DpS	136
33569	3356	1	0.16086	0.00029797	0.0056615	0.29887	0.051549	0	Disease - presents - Symptom	DpS	136
559504	559505	0.1	0.20451	1.7873e-06	0.00014477	0.11512	0.0067631	0	Gene - participates - Biological Process	GpBP	136
1119008	559504	0.2	0.080845	5.3619e-06	0.0001412	0.11461	0.0067149	0	Gene - participates - Biological Process	GpBP	136
1678512	559504	0.3	0.061047	0	0.00013941	0.11547	0.0068793	0	Gene - participates - Biological Process	GpBP	136
2238016	559504	0.4	0.058273	1.7873e-06	0.00017158	0.11508	0.0066934	0	Gene - participates - Biological Process	GpBP	136
2797520	559504	0.5	0.057801	1.7873e-06	0.00015728	0.11476	0.0066863	0	Gene - participates - Biological Process	GpBP	136
3357024	559504	0.6	0.057497	5.3619e-06	0.00014656	0.11464	0.0068936	0	Gene - participates - Biological Process	GpBP	136
3916528	559504	0.7	0.057068	1.7873e-06	0.00017694	0.11533	0.0068668	0	Gene - participates - Biological Process	GpBP	136
4476032	559504	0.8	0.0581	3.5746e-06	0.00015907	0.1159	0.0070205	0	Gene - participates - Biological Process	GpBP	136
5035536	559504	0.9	0.05746	1.7873e-06	0.00016443	0.11505	0.0066738	0	Gene - participates - Biological Process	GpBP	136
5595039	559503	1	0.057665	3.5746e-06	0.00013941	0.11543	0.0067292	0	Gene - participates - Biological Process	GpBP	136
73566	73567	0.1	0.20273	0	0.00021749	0.11339	0.0014137	0	Gene - participates - Cellular Component	GpCC	136
147132	73566	0.2	0.082864	1.3593e-05	9.5153e-05	0.11248	0.0014137	0	Gene - participates - Cellular Component	GpCC	136
220698	73566	0.3	0.062135	0	0.00024468	0.11465	0.0014001	0	Gene - participates - Cellular Component	GpCC	136
294264	73566	0.4	0.059634	2.7186e-05	0.00028546	0.11459	0.0015496	0	Gene - participates - Cellular Component	GpCC	136
367830	73566	0.5	0.060721	0	8.1559e-05	0.11518	0.0015088	0	Gene - participates - Cellular Component	GpCC	136
441396	73566	0.6	0.059892	2.7186e-05	0.00016312	0.11267	0.001604	0	Gene - participates - Cellular Component	GpCC	136
514962	73566	0.7	0.06015	0	0.00017671	0.11573	0.0013865	0	Gene - participates - Cellular Component	GpCC	136
588528	73566	0.8	0.060368	0	0.00025827	0.11364	0.0013593	0	Gene - participates - Cellular Component	GpCC	136
662094	73566	0.9	0.060653	0	0.00024468	0.11346	0.0012506	0	Gene - participates - Cellular Component	GpCC	136
735659	73565	1	0.060979	2.7187e-05	0.0002039	0.11416	0.0012506	0	Gene - participates - Cellular Component	GpCC	136
123380	123381	0.1	0.18101	2.4315e-05	0.00098881	0.050964	0.050591	0	Gene - covaries - Gene	GcG	136
246760	123380	0.2	0.050251	8.105e-06	0.0010861	0.051483	0.052407	0	Gene - covaries - Gene	GcG	136
370140	123380	0.3	0.029227	0	0.00089966	0.050567	0.052853	0	Gene - covaries - Gene	GcG	136
493520	123380	0.4	0.025085	0	0.00089155	0.050867	0.051564	0	Gene - covaries - Gene	GcG	136
616900	123380	0.5	0.024477	0	0.0010618	0.051451	0.05231	0	Gene - covaries - Gene	GcG	136
740280	123380	0.6	0.024599	0	0.00098882	0.051386	0.051281	0	Gene - covaries - Gene	GcG	136
863660	123380	0.7	0.025182	8.105e-06	0.00092397	0.050511	0.051086	0	Gene - covaries - Gene	GcG	136
987040	123380	0.8	0.023861	0	0.00099692	0.051759	0.052359	0	Gene - covaries - Gene	GcG	136
1110420	123380	0.9	0.024372	8.105e-06	0.00082671	0.051256	0.05214	0	Gene - covaries - Gene	GcG	136
1233799	123379	1	0.024761	8.1051e-06	0.0010537	0.05124	0.052221	0	Gene - covaries - Gene	GcG	136
294328	294329	0.1	0.28213	6.7951e-06	0.0024157	0.14553	0.12461	0	Gene - interacts - Gene	GiG	136
588656	294328	0.2	0.1373	3.3976e-06	0.0024938	0.1452	0.12382	0	Gene - interacts - Gene	GiG	136
882984	294328	0.3	0.10734	3.3976e-06	0.002572	0.14468	0.12452	0	Gene - interacts - Gene	GiG	136
1177312	294328	0.4	0.10071	0	0.0025584	0.14523	0.12464	0	Gene - interacts - Gene	GiG	136
1471640	294328	0.5	0.097843	0	0.0026161	0.14416	0.12429	0	Gene - interacts - Gene	GiG	136
1765968	294328	0.6	0.09801	3.3976e-06	0.0026297	0.1451	0.12525	0	Gene - interacts - Gene	GiG	136
2060296	294328	0.7	0.097605	1.359e-05	0.0025889	0.14653	0.12505	0	Gene - interacts - Gene	GiG	136
2354624	294328	0.8	0.097809	0	0.0026501	0.14528	0.12394	0	Gene - interacts - Gene	GiG	136
2648952	294328	0.9	0.097945	6.7951e-06	0.002504	0.14613	0.12442	0	Gene - interacts - Gene	GiG	136
2943279	294327	1	0.097554	0	0.0024497	0.14504	0.12454	0	Gene - interacts - Gene	GiG	136
265672	265673	0.1	0.26685	3.764e-06	0.00046674	0.21886	0	0	Gene > regulates > Gene	Gr>G	136
531344	265672	0.2	0.13949	0	0.00045921	0.21885	0	0	Gene > regulates > Gene	Gr>G	136
797016	265672	0.3	0.11819	0	0.00045545	0.21907	0	0	Gene > regulates > Gene	Gr>G	136
1062688	265672	0.4	0.11311	1.1292e-05	0.00045545	0.21801	0	0	Gene > regulates > Gene	Gr>G	136
1328360	265672	0.5	0.11238	0	0.00044792	0.21989	0	0	Gene > regulates > Gene	Gr>G	136
1594032	265672	0.6	0.11201	3.764e-06	0.00047803	0.21841	0	0	Gene > regulates > Gene	Gr>G	136
1859704	265672	0.7	0.1123	1.1292e-05	0.00045545	0.21914	0	0	Gene > regulates > Gene	Gr>G	136
2125376	265672	0.8	0.112	0	0.00046298	0.21862	0	0	Gene > regulates > Gene	Gr>G	136
2391048	265672	0.9	0.11235	7.5281e-06	0.00049309	0.21995	0	0	Gene > regulates > Gene	Gr>G	136
2656719	265671	1	0.11158	0	0.00037264	0.21816	0	0	Gene > regulates > Gene	Gr>G	136
97222	97223	0.1	0.18301	0	0.00017486	0.082419	0.0016354	0	Gene - participates - Molecular Function	GpMF	136
194444	97222	0.2	0.063535	0	0.00010286	0.081134	0.001656	0	Gene - participates - Molecular Function	GpMF	136
291666	97222	0.3	0.044815	1.0286e-05	0.00013371	0.080661	0.0015531	0	Gene - participates - Molecular Function	GpMF	136
388888	97222	0.4	0.04249	0	0.000216	0.078717	0.0015326	0	Gene - participates - Molecular Function	GpMF	136
486110	97222	0.5	0.042398	0	0.000216	0.080846	0.0014503	0	Gene - participates - Molecular Function	GpMF	136
583332	97222	0.6	0.041801	1.0286e-05	0.000144	0.080393	0.001296	0	Gene - participates - Molecular Function	GpMF	136
680554	97222	0.7	0.042244	2.0571e-05	0.000216	0.079591	0.0014091	0	Gene - participates - Molecular Function	GpMF	136
777776	97222	0.8	0.041822	0	0.00018514	0.079457	0.001512	0	Gene - participates - Molecular Function	GpMF	136
874998	97222	0.9	0.042007	0	0.00015429	0.080105	0.0014503	0	Gene - participates - Molecular Function	GpMF	136
972219	97221	1	0.042058	3.0858e-05	0.00015429	0.078769	0.001296	0	Gene - participates - Molecular Function	GpMF	136
84372	84373	0.1	0.22383	2.3704e-05	0.0002726	0.15509	0.0020978	0	Gene - participates - Pathway	GpPW	136
168744	84372	0.2	0.097876	1.1852e-05	0.00022519	0.15343	0.0021808	0	Gene - participates - Pathway	GpPW	136
253116	84372	0.3	0.076589	0	0.0002489	0.15407	0.0022638	0	Gene - participates - Pathway	GpPW	136
337488	84372	0.4	0.073567	0	0.00015408	0.15409	0.0024297	0	Gene - participates - Pathway	GpPW	136
421860	84372	0.5	0.072571	1.1852e-05	0.00030816	0.1537	0.002086	0	Gene - participates - Pathway	GpPW	136
506232	84372	0.6	0.073211	2.3705e-05	0.00026075	0.15388	0.0025127	0	Gene - participates - Pathway	GpPW	136
590604	84372	0.7	0.07269	0	0.00020149	0.15471	0.0021571	0	Gene - participates - Pathway	GpPW	136
674976	84372	0.8	0.072157	0	0.00021334	0.15342	0.0023942	0	Gene - participates - Pathway	GpPW	136
759348	84372	0.9	0.07256	0	0.00026075	0.15257	0.0024534	0	Gene - participates - Pathway	GpPW	136
843719	84371	1	0.07173	2.3705e-05	0.00028446	0.15227	0.0023705	0	Gene - participates - Pathway	GpPW	136
1029	1030	0.1001	0.14869	0.00097087	0.00097087	0.019417	0.00097087	0	Pharmacologic Class - includes - Compound	PCiC	136
2058	1029	0.2001	0.034014	0	0.00097182	0.025267	0	0	Pharmacologic Class - includes - Compound	PCiC	136
3087	1029	0.3001	0.023324	0.0019436	0.0019436	0.014577	0.0019436	0	Pharmacologic Class - includes - Compound	PCiC	136
4116	1029	0.4001	0.016521	0.00097182	0.00097182	0.018465	0	0	Pharmacologic Class - includes - Compound	PCiC	136
5145	1029	0.5001	0.0097182	0.00097182	0.00097182	0.020408	0	0	Pharmacologic Class - includes - Compound	PCiC	136
6174	1029	0.6001	0.015549	0.00097182	0	0.016521	0.00097182	0	Pharmacologic Class - includes - Compound	PCiC	136
7203	1029	0.7001	0.02138	0	0.00097182	0.017493	0.00097182	0	Pharmacologic Class - includes - Compound	PCiC	136
8232	1029	0.8001	0.018465	0	0.00097182	0.023324	0	0	Pharmacologic Class - includes - Compound	PCiC	136
9261	1029	0.9001	0.011662	0.0029155	0.00097182	0.028183	0	0	Pharmacologic Class - includes - Compound	PCiC	136
10289	1028	1	0.018465	0.00097276	0.00097276	0.029183	0.0019455	0	Pharmacologic Class - includes - Compound	PCiC	136
102240	102241	0.1	0.51876	1.9562e-05	8.8027e-05	0.56247	0.00065531	0	Anatomy - downregulates - Gene	AdG	137
204480	102240	0.2	0.39223	1.9562e-05	0.00010759	0.56011	0.00048905	0	Anatomy - downregulates - Gene	AdG	137
306720	102240	0.3	0.35621	9.7809e-06	0.00013693	0.55672	0.00051839	0	Anatomy - downregulates - Gene	AdG	137
408960	102240	0.4	0.3457	2.9343e-05	9.7809e-05	0.56187	0.00051839	0	Anatomy - downregulates - Gene	AdG	137
511200	102240	0.5	0.34513	9.7809e-06	5.8685e-05	0.55767	0.00053795	0	Anatomy - downregulates - Gene	AdG	137
613440	102240	0.6	0.34431	9.7809e-06	0.00011737	0.5592	0.00059664	0	Anatomy - downregulates - Gene	AdG	137
715680	102240	0.7	0.34498	0	8.8028e-05	0.55888	0.00050861	0	Anatomy - downregulates - Gene	AdG	137
817920	102240	0.8	0.3426	9.7809e-06	8.8028e-05	0.55681	0.00044992	0	Anatomy - downregulates - Gene	AdG	137
920160	102240	0.9	0.34264	0	0.00013693	0.55851	0.00057707	0	Anatomy - downregulates - Gene	AdG	137
1022399	102239	1	0.3416	9.781e-06	0.00012715	0.55868	0.00057708	0	Anatomy - downregulates - Gene	AdG	137
526407	526408	0.1	0.86048	1.8997e-06	9.6883e-05	0.90482	0.0021846	0	Anatomy - expresses - Gene	AeG	137
1052814	526407	0.2	0.78278	3.7993e-06	0.00011208	0.90498	0.0023233	0	Anatomy - expresses - Gene	AeG	137
1579221	526407	0.3	0.73818	0	0.00011208	0.90559	0.0021504	0	Anatomy - expresses - Gene	AeG	137
2105628	526407	0.4	0.7118	1.8997e-06	0.00011398	0.90504	0.002272	0	Anatomy - expresses - Gene	AeG	137
2632035	526407	0.5	0.69627	1.8997e-06	8.5485e-05	0.90567	0.0023233	0	Anatomy - expresses - Gene	AeG	137
3158442	526407	0.6	0.68675	0	0.00012158	0.90522	0.0022815	0	Anatomy - expresses - Gene	AeG	137
3684849	526407	0.7	0.68036	0	9.6883e-05	0.905	0.0022929	0	Anatomy - expresses - Gene	AeG	137
4211256	526407	0.8	0.67675	1.8997e-06	0.00011968	0.90519	0.0022663	0	Anatomy - expresses - Gene	AeG	137
4737663	526407	0.9	0.67444	3.7993e-06	0.00011588	0.90521	0.0021599	0	Anatomy - expresses - Gene	AeG	137
5264069	526406	1	0.67246	3.7993e-06	0.00011968	0.90437	0.0022777	0	Anatomy - expresses - Gene	AeG	137
97848	97849	0.1	0.42025	1.022e-05	0.00011242	0.43197	0.00058253	0	Anatomy - upregulates - Gene	AuG	137
195696	97848	0.2	0.29219	1.022e-05	8.1759e-05	0.43211	0.0007154	0	Anatomy - upregulates - Gene	AuG	137
293544	97848	0.3	0.26356	0	0.00012264	0.43204	0.00055188	0	Anatomy - upregulates - Gene	AuG	137
391392	97848	0.4	0.25771	1.022e-05	7.154e-05	0.43221	0.00050078	0	Anatomy - upregulates - Gene	AuG	137
489240	97848	0.5	0.25777	1.022e-05	0.0001022	0.42871	0.00047012	0	Anatomy - upregulates - Gene	AuG	137
587088	97848	0.6	0.25682	1.022e-05	7.154e-05	0.43417	0.00063364	0	Anatomy - upregulates - Gene	AuG	137
684936	97848	0.7	0.25633	1.022e-05	0.00019418	0.4315	0.00055188	0	Anatomy - upregulates - Gene	AuG	137
782784	97848	0.8	0.25876	1.022e-05	0.0001022	0.43042	0.00049056	0	Anatomy - upregulates - Gene	AuG	137
880632	97848	0.9	0.25933	1.022e-05	7.154e-05	0.43488	0.0006643	0	Anatomy - upregulates - Gene	AuG	137
978479	97847	1	0.25878	0	0.00012264	0.43343	0.00060298	0	Anatomy - upregulates - Gene	AuG	137
12972	12973	0.10001	0.18401	7.7083e-05	0.0026979	0.055037	0.054806	0	Compound - resembles - Compound	CrC	137
25944	12972	0.20001	0.053577	0	0.0035461	0.055967	0.05905	0	Compound - resembles - Compound	CrC	137
38916	12972	0.30001	0.033611	0.00015418	0.0029294	0.055813	0.055967	0	Compound - resembles - Compound	CrC	137
51888	12972	0.40001	0.028215	0.00015418	0.0036232	0.056506	0.053808	0	Compound - resembles - Compound	CrC	137
64860	12972	0.50001	0.028831	0	0.0040086	0.052112	0.055504	0	Compound - resembles - Compound	CrC	137
77832	12972	0.60001	0.0286	7.7089e-05	0.0027752	0.055813	0.053423	0	Compound - resembles - Compound	CrC	137
90804	12972	0.70001	0.029294	7.7089e-05	0.0029294	0.050339	0.052575	0	Compound - resembles - Compound	CrC	137
103776	12972	0.80001	0.029217	7.7089e-05	0.0023898	0.051881	0.054425	0	Compound - resembles - Compound	CrC	137
116748	12972	0.90001	0.030142	0	0.0026981	0.053577	0.054039	0	Compound - resembles - Compound	CrC	137
129719	12971	1	0.029371	0	0.0030067	0.058901	0.057436	0	Compound - resembles - Compound	CrC	137
390	391	0.10026	0.20769	0.0025575	0	0.15857	0	0	Compound - palliates - Disease	CpD	137
780	390	0.20026	0.12564	0.0025641	0.0025641	0.15897	0	0	Compound - palliates - Disease	CpD	137
1170	390	0.30026	0.1359	0	0	0.12564	0	0	Compound - palliates - Disease	CpD	137
1560	390	0.40026	0.11282	0.0025641	0	0.17949	0	0	Compound - palliates - Disease	CpD	137
1950	390	0.50026	0.12821	0.0025641	0	0.16667	0	0	Compound - palliates - Disease	CpD	137
